ID,Name,NominalKV,Substation,Organization,ControlArea,FrequencySourcePriority
4037,"SINTON 0",115,SINTON,1_org,4_ca,0
4038,"BEEVILLE 0",115,BEEVILLE,1_org,4_ca,0
4039,"MISSION 4 0",230,MISSION,1_org,4_ca,0
4040,"MISSION 4 1",115,MISSION,1_org,4_ca,0
4041,"SAN JUAN 0",230,"SAN JUAN",1_org,4_ca,0
4042,"SAN JUAN 1",115,"SAN JUAN",1_org,4_ca,0
4043,"FALCON HEI~5",115,"FALCON HEIGHTS",1_org,4_ca,0
4044,"FALCON HEI~1",115,"FALCON HEIGHTS",1_org,4_ca,0
4045,"FALCON HEI~2",13.8,"FALCON HEIGHTS",1_org,4_ca,0
4046,"FALCON HEI~3",13.8,"FALCON HEIGHTS",1_org,4_ca,0
4047,"FALCON HEI~4",13.8,"FALCON HEIGHTS",1_org,4_ca,0
4048,"LA JOYA 0",115,"LA JOYA",1_org,4_ca,0
4049,"SEBASTIAN ~2",115,SEBASTIAN,1_org,4_ca,0
4050,"SEBASTIAN ~3",13.8,SEBASTIAN,1_org,4_ca,0
4051,"BISHOP 0",115,BISHOP,1_org,4_ca,0
4052,"BISHOP 1",18,BISHOP,1_org,4_ca,0
4053,"ARMSTRONG ~4",115,ARMSTRONG,1_org,4_ca,0
4054,"SKIDMORE 0",115,SKIDMORE,1_org,4_ca,0
4055,"CORPUS CH~29",115,"CORPUS CHRISTI",1_org,4_ca,0
4056,"GREGORY 0",230,GREGORY,1_org,4_ca,0
4057,"GREGORY 1",115,GREGORY,1_org,4_ca,0
4058,"GREGORY 2",13.8,GREGORY,1_org,4_ca,0
4059,"GREGORY 3",13.8,GREGORY,1_org,4_ca,0
4060,"GREGORY 4",13.8,GREGORY,1_org,4_ca,0
4061,"GREGORY 5",13.8,GREGORY,1_org,4_ca,0
4062,"GREGORY 6",13.8,GREGORY,1_org,4_ca,0
4063,"GREGORY 7",13.8,GREGORY,1_org,4_ca,0
4064,"CORPUS CH~16",115,"CORPUS CHRISTI",1_org,4_ca,0
4065,"CORPUS CH~17",18,"CORPUS CHRISTI",1_org,4_ca,0
4066,"WESLACO 0",115,WESLACO,1_org,4_ca,0
4067,"HARLINGEN ~1",115,HARLINGEN,1_org,4_ca,0
4068,"ELSA 0",115,ELSA,1_org,4_ca,0
4069,"CORPUS CH~14",115,"CORPUS CHRISTI",1_org,4_ca,0
4070,BROWNSVILL~3,230,BROWNSVILLE,1_org,4_ca,0
4071,BROWNSVILL~4,115,BROWNSVILLE,1_org,4_ca,0
4072,"CORPUS CHR~7",115,"CORPUS CHRISTI",1_org,4_ca,0
4073,"MISSION 1 0",230,MISSION,1_org,4_ca,0
4074,"MISSION 1 1",115,MISSION,1_org,4_ca,0
4075,"MISSION 1 2",24,MISSION,1_org,4_ca,0
4076,"MISSION 1 3",24,MISSION,1_org,4_ca,0
4077,"MISSION 1 4",24,MISSION,1_org,4_ca,0
4078,"CORPUS CH~28",115,"CORPUS CHRISTI",1_org,4_ca,0
4079,"MISSION 3 0",115,MISSION,1_org,4_ca,0
4080,"CORPUS CH~18",230,"CORPUS CHRISTI",1_org,4_ca,0
4081,"CORPUS CH~19",115,"CORPUS CHRISTI",1_org,4_ca,0
4082,"CORPUS CH~20",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4083,"CORPUS CH~21",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4084,"CORPUS CH~22",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4085,"CORPUS CH~23",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4086,"RIO HONDO 0",115,"RIO HONDO",1_org,4_ca,0
4087,"CORPUS CH~25",115,"CORPUS CHRISTI",1_org,4_ca,0
4088,"PHARR 0",115,PHARR,1_org,4_ca,0
4089,"SANTA ROSA~1",115,"SANTA ROSA",1_org,4_ca,0
4090,"SANTA ROSA~2",13.8,"SANTA ROSA",1_org,4_ca,0
4091,"SANTA ROSA~3",13.8,"SANTA ROSA",1_org,4_ca,0
4092,"SANTA ROSA~4",13.8,"SANTA ROSA",1_org,4_ca,0
4093,"SANTA ROSA~5",13.8,"SANTA ROSA",1_org,4_ca,0
4094,"SANTA ROSA~6",13.8,"SANTA ROSA",1_org,4_ca,0
4095,"SANTA ROSA~7",13.8,"SANTA ROSA",1_org,4_ca,0
4096,"SANTA ROSA~8",13.8,"SANTA ROSA",1_org,4_ca,0
4097,"SANTA ROSA~9",13.8,"SANTA ROSA",1_org,4_ca,0
4098,"SANTA ROS~10",13.8,"SANTA ROSA",1_org,4_ca,0
4099,"ODEM 0",115,ODEM,1_org,4_ca,0
4100,"CORPUS CH~10",115,"CORPUS CHRISTI",1_org,4_ca,0
4101,"LAREDO 3 0",115,LAREDO,1_org,4_ca,0
4102,"OLMITO 0",115,OLMITO,1_org,4_ca,0
4103,"EDINBURG 1 0",115,EDINBURG,1_org,4_ca,0
4104,"TAFT 2 0",115,TAFT,1_org,4_ca,0
4105,"TAFT 2 1",18,TAFT,1_org,4_ca,0
4106,"PORT ISABE~1",115,"PORT ISABEL",1_org,4_ca,0
4107,"DONNA 0",115,DONNA,1_org,4_ca,0
4108,"INGLESIDE 0",115,INGLESIDE,1_org,4_ca,0
4109,"CORPUS CHR~8",115,"CORPUS CHRISTI",1_org,4_ca,0
4110,"LOS FRESNO~1",115,"LOS FRESNOS",1_org,4_ca,0
4111,"HARLINGEN ~2",115,HARLINGEN,1_org,4_ca,0
4112,"RIVIERA 0",115,RIVIERA,1_org,4_ca,0
4113,"LAREDO 1 0",230,LAREDO,1_org,4_ca,0
4114,"LAREDO 1 1",115,LAREDO,1_org,4_ca,0
4115,"LAREDO 1 2",13.8,LAREDO,1_org,4_ca,0
4116,"LAREDO 1 3",13.8,LAREDO,1_org,4_ca,0
4117,"JOURDANTON 0",115,JOURDANTON,1_org,4_ca,0
4118,"GEORGE WES~1",115,"GEORGE WEST",1_org,4_ca,0
4119,"ROMA 0",115,ROMA,1_org,4_ca,0
4120,"CORPUS CHR~9",115,"CORPUS CHRISTI",1_org,4_ca,0
4121,"SANTA MARI~1",115,"SANTA MARIA",1_org,4_ca,0
4122,"MCALLEN 1 0",115,MCALLEN,1_org,4_ca,0
4123,"CORPUS CH~27",115,"CORPUS CHRISTI",1_org,4_ca,0
4124,"FALFURRIAS 0",115,FALFURRIAS,1_org,4_ca,0
4125,"PETTUS 0",115,PETTUS,1_org,4_ca,0
4126,BROWNSVILL~5,115,BROWNSVILLE,1_org,4_ca,0
4127,"ALICE 0",115,ALICE,1_org,4_ca,0
4128,"RIO GRANDE~1",115,"RIO GRANDE CITY",1_org,4_ca,0
4129,"PREMONT 0",115,PREMONT,1_org,4_ca,0
4130,"FREER 0",115,FREER,1_org,4_ca,0
4131,"PEARSALL 0",230,PEARSALL,1_org,4_ca,0
4132,"PEARSALL 1",115,PEARSALL,1_org,4_ca,0
4133,"PEARSALL 2",20,PEARSALL,1_org,4_ca,0
4134,"PEARSALL 3",20,PEARSALL,1_org,4_ca,0
4135,"PEARSALL 4",20,PEARSALL,1_org,4_ca,0
4136,"PEARSALL 5",20,PEARSALL,1_org,4_ca,0
4137,"PEARSALL 6",20,PEARSALL,1_org,4_ca,0
4138,"PEARSALL 7",20,PEARSALL,1_org,4_ca,0
4139,"SANDIA 0",115,SANDIA,1_org,4_ca,0
4140,"SARITA 1 0",230,SARITA,1_org,4_ca,0
4141,"SARITA 1 1",115,SARITA,1_org,4_ca,0
4142,"SARITA 1 2",13.8,SARITA,1_org,4_ca,0
4143,"DILLEY 0",115,DILLEY,1_org,4_ca,0
4144,"ORANGE GRO~1",115,"ORANGE GROVE",1_org,4_ca,0
4145,"PORTLAND 0",115,PORTLAND,1_org,4_ca,0
4146,"LAREDO 4 0",230,LAREDO,1_org,4_ca,0
4147,"LAREDO 4 1",115,LAREDO,1_org,4_ca,0
4148,"THREE RIVE~1",115,"THREE RIVERS",1_org,4_ca,0
4149,"ROCKPORT 0",115,ROCKPORT,1_org,4_ca,0
4150,"CORPUS CH~12",115,"CORPUS CHRISTI",1_org,4_ca,0
4151,"ARMSTRONG ~1",230,ARMSTRONG,1_org,4_ca,0
4152,"ARMSTRONG ~2",115,ARMSTRONG,1_org,4_ca,0
4153,"ARMSTRONG ~3",18,ARMSTRONG,1_org,4_ca,0
4154,"PENITAS 0",115,PENITAS,1_org,4_ca,0
4155,"SULLIVAN C~1",115,"SULLIVAN CITY",1_org,4_ca,0
4156,"CORPUS CH~26",115,"CORPUS CHRISTI",1_org,4_ca,0
4157,"MISSION 2 0",115,MISSION,1_org,4_ca,0
4158,"CORPUS CHR~1",230,"CORPUS CHRISTI",1_org,4_ca,0
4159,"CORPUS CHR~2",115,"CORPUS CHRISTI",1_org,4_ca,0
4160,"CORPUS CHR~3",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4161,"CORPUS CHR~4",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4162,"CORPUS CHR~5",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4163,"CORPUS CHR~6",13.8,"CORPUS CHRISTI",1_org,4_ca,0
4164,"GRULLA 0",115,GRULLA,1_org,4_ca,0
4165,"SARITA 2 0",115,SARITA,1_org,4_ca,0
4166,"SARITA 2 1",13.8,SARITA,1_org,4_ca,0
4167,"HARGILL 0",115,HARGILL,1_org,4_ca,0
4168,"CORPUS CH~11",115,"CORPUS CHRISTI",1_org,4_ca,0
4169,"MATHIS 0",115,MATHIS,1_org,4_ca,0
4170,"ARANSAS PA~1",115,"ARANSAS PASS",1_org,4_ca,0
4171,"SAN BENITO 0",115,"SAN BENITO",1_org,4_ca,0
4172,"PLEASANTON 0",115,PLEASANTON,1_org,4_ca,0
4173,"REFUGIO 0",115,REFUGIO,1_org,4_ca,0
4174,"LYTLE 0",115,LYTLE,1_org,4_ca,0
4175,"LAREDO 2 0",115,LAREDO,1_org,4_ca,0
4176,"BRUNI 1 0",115,BRUNI,1_org,4_ca,0
4177,"BRUNI 1 1",13.8,BRUNI,1_org,4_ca,0
4178,"GOLIAD 0",115,GOLIAD,1_org,4_ca,0
4179,"SAN DIEGO 0",115,"SAN DIEGO",1_org,4_ca,0
4180,"PORT ARANS~1",115,"PORT ARANSAS",1_org,4_ca,0
4181,"TAFT 1 0",230,TAFT,1_org,4_ca,0
4182,"TAFT 1 1",115,TAFT,1_org,4_ca,0
4183,"SAN PERLIT~1",230,"SAN PERLITA",1_org,4_ca,0
4184,"SAN PERLIT~2",115,"SAN PERLITA",1_org,4_ca,0
4185,"ZAPATA 0",115,ZAPATA,1_org,4_ca,0
4186,"SANTA ROS~11",115,"SANTA ROSA",1_org,4_ca,0
4187,"COTULLA 0",115,COTULLA,1_org,4_ca,0
4188,"QUEMADO 0",115,QUEMADO,1_org,4_ca,0
4189,"CARRIZO SP~1",115,"CARRIZO SPRINGS",1_org,4_ca,0
4190,"LAREDO 5 0",115,LAREDO,1_org,4_ca,0
4191,RAYMONDVIL~1,115,RAYMONDVILLE,1_org,4_ca,0
4192,BROWNSVILL~1,230,BROWNSVILLE,1_org,4_ca,0
4193,BROWNSVILL~2,115,BROWNSVILLE,1_org,4_ca,0
4194,"SEBASTIAN ~1",115,SEBASTIAN,1_org,4_ca,0
4195,"OILTON 0",500,OILTON,1_org,4_ca,0
4196,"OILTON 1",230,OILTON,1_org,4_ca,0
4197,"OILTON 2",115,OILTON,1_org,4_ca,0
5003,"GARLAND 5 0",161,GARLAND,1_org,5_ca,0
5004,"KERENS 0",161,KERENS,1_org,5_ca,0
5005,"LIPAN 0",161,LIPAN,1_org,5_ca,0
5006,"DALLAS 24 0",161,DALLAS,1_org,5_ca,0
5007,"DENTON 4 0",161,DENTON,1_org,5_ca,0
5008,"ALBANY 2 0",161,ALBANY,1_org,5_ca,0
5009,"DALLAS 21 0",161,DALLAS,1_org,5_ca,0
5010,"PLANO 2 0",161,PLANO,1_org,5_ca,0
5011,"THORNTON 0",161,THORNTON,1_org,5_ca,0
5012,"DENTON 5 0",161,DENTON,1_org,5_ca,0
5013,"EARLY 0",161,EARLY,1_org,5_ca,0
5014,"DECATUR 0",161,DECATUR,1_org,5_ca,0
5015,"KELLER 2 0",500,KELLER,1_org,5_ca,0
5016,"KELLER 2 1",161,KELLER,1_org,5_ca,0
5017,"PONDER 0",161,PONDER,1_org,5_ca,0
5018,"JACKSBORO ~1",500,JACKSBORO,1_org,5_ca,0
5019,"JACKSBORO ~2",161,JACKSBORO,1_org,5_ca,0
5020,"JACKSBORO ~3",13.8,JACKSBORO,1_org,5_ca,0
5021,"ALEDO 1 0",500,ALEDO,1_org,5_ca,0
5022,"ALEDO 1 1",161,ALEDO,1_org,5_ca,0
5023,"ALEDO 1 2",13.8,ALEDO,1_org,5_ca,0
5024,GATESVILLE~4,161,GATESVILLE,1_org,5_ca,0
5025,"CLEBURNE 2 0",161,CLEBURNE,1_org,5_ca,0
5026,"FORT WORTH~6",161,"FORT WORTH",1_org,5_ca,0
5027,"FORT WORT~16",161,"FORT WORTH",1_org,5_ca,0
5028,"FORT WORTH~1",161,"FORT WORTH",1_org,5_ca,0
5029,"TROY 0",161,TROY,1_org,5_ca,0
5030,"SPRINGTOWN 0",161,SPRINGTOWN,1_org,5_ca,0
5031,"PRINCETON 0",161,PRINCETON,1_org,5_ca,0
5032,"DALLAS 27 0",161,DALLAS,1_org,5_ca,0
5033,"DALLAS 1 0",500,DALLAS,1_org,5_ca,0
5034,"DALLAS 1 1",161,DALLAS,1_org,5_ca,0
5035,"DALLAS 1 2",13.2,DALLAS,1_org,5_ca,0
5036,"DALLAS 1 3",13.2,DALLAS,1_org,5_ca,0
5037,"DALLAS 1 4",13.2,DALLAS,1_org,5_ca,0
5038,"DALLAS 1 5",13.2,DALLAS,1_org,5_ca,0
5039,"DALLAS 1 6",13.2,DALLAS,1_org,5_ca,0
5040,"DALLAS 1 7",13.2,DALLAS,1_org,5_ca,0
5041,"DALLAS 1 8",13.2,DALLAS,1_org,5_ca,0
5042,"DALLAS 1 9",13.2,DALLAS,1_org,5_ca,0
5043,"ROYSE CITY 0",161,"ROYSE CITY",1_org,5_ca,0
5044,"BOYD 0",161,BOYD,1_org,5_ca,0
5045,STEPHENVIL~1,500,STEPHENVILLE,1_org,5_ca,0
5046,STEPHENVIL~2,161,STEPHENVILLE,1_org,5_ca,0
5047,"MANSFIELD 0",500,MANSFIELD,1_org,5_ca,0
5048,"MANSFIELD 1",161,MANSFIELD,1_org,5_ca,0
5049,GREENVILLE~1,500,GREENVILLE,1_org,5_ca,0
5050,GREENVILLE~2,161,GREENVILLE,1_org,5_ca,0
5051,GREENVILLE~3,22,GREENVILLE,1_org,5_ca,0
5052,GREENVILLE~4,115,GREENVILLE,1_org,5_ca,0
5053,"PLANO 4 0",161,PLANO,1_org,5_ca,0
5054,"GROESBECK 0",161,GROESBECK,1_org,5_ca,0
5055,"GRAHAM 0",500,GRAHAM,1_org,5_ca,0
5056,"GRAHAM 1",161,GRAHAM,1_org,5_ca,0
5057,"GRAHAM 2",13.8,GRAHAM,1_org,5_ca,0
5058,"GRAHAM 3",13.8,GRAHAM,1_org,5_ca,0
5059,"MABANK 2 0",161,MABANK,1_org,5_ca,0
5060,"MABANK 2 1",115,MABANK,1_org,5_ca,0
5061,"MABANK 2 2",115,MABANK,1_org,5_ca,0
5062,"MABANK 2 3",115,MABANK,1_org,5_ca,0
5063,"ARLINGTON ~1",500,ARLINGTON,1_org,5_ca,0
5064,"ARLINGTON ~2",161,ARLINGTON,1_org,5_ca,0
5065,"ARLINGTON ~3",13.8,ARLINGTON,1_org,5_ca,0
5066,"ARLINGTON ~4",13.8,ARLINGTON,1_org,5_ca,0
5067,"ARLINGTON ~5",13.8,ARLINGTON,1_org,5_ca,0
5068,"ARLINGTON ~6",13.8,ARLINGTON,1_org,5_ca,0
5069,"ARLINGTON ~7",13.8,ARLINGTON,1_org,5_ca,0
5070,"DALLAS 41 0",161,DALLAS,1_org,5_ca,0
5071,"WACO 3 0",161,WACO,1_org,5_ca,0
5072,"DALLAS 19 0",161,DALLAS,1_org,5_ca,0
5073,"BANGS 0",161,BANGS,1_org,5_ca,0
5074,"PROSPER 0",161,PROSPER,1_org,5_ca,0
5075,"EVANT 0",161,EVANT,1_org,5_ca,0
5076,"TERRELL 1 0",161,TERRELL,1_org,5_ca,0
5077,"TERRELL 1 1",115,TERRELL,1_org,5_ca,0
5078,"AUBREY 0",161,AUBREY,1_org,5_ca,0
5079,"WACO 4 0",161,WACO,1_org,5_ca,0
5080,"LORENA 0",161,LORENA,1_org,5_ca,0
5081,"FORT HOOD 0",161,"FORT HOOD",1_org,5_ca,0
5082,ARLINGTON~13,161,ARLINGTON,1_org,5_ca,0
5083,"MCKINNEY 3 0",500,MCKINNEY,1_org,5_ca,0
5084,"MCKINNEY 3 1",161,MCKINNEY,1_org,5_ca,0
5085,"DALLAS 38 0",161,DALLAS,1_org,5_ca,0
5086,ARLINGTON~17,161,ARLINGTON,1_org,5_ca,0
5087,"MILFORD 0",161,MILFORD,1_org,5_ca,0
5088,"CLIFTON 1 0",161,CLIFTON,1_org,5_ca,0
5089,"CLIFTON 1 1",13.8,CLIFTON,1_org,5_ca,0
5090,"DALLAS 15 0",161,DALLAS,1_org,5_ca,0
5091,"FROST 0",161,FROST,1_org,5_ca,0
5092,"GRANDVIEW 0",161,GRANDVIEW,1_org,5_ca,0
5093,"HASLET 0",161,HASLET,1_org,5_ca,0
5094,"BARDWELL 0",161,BARDWELL,1_org,5_ca,0
5095,"LAKE DALLA~1",161,"LAKE DALLAS",1_org,5_ca,0
5096,"PLANO 1 0",161,PLANO,1_org,5_ca,0
5097,"EULESS 2 0",161,EULESS,1_org,5_ca,0
5098,"FORT WORT~17",161,"FORT WORTH",1_org,5_ca,0
5099,"FLOWER MOU~2",161,"FLOWER MOUND",1_org,5_ca,0
5100,"DALLAS 11 0",161,DALLAS,1_org,5_ca,0
5101,"COMANCHE 0",161,COMANCHE,1_org,5_ca,0
5102,RICHARDSON~2,500,RICHARDSON,1_org,5_ca,0
5103,RICHARDSON~3,161,RICHARDSON,1_org,5_ca,0
5104,"FORT WORT~28",161,"FORT WORTH",1_org,5_ca,0
5105,"IRVING 1 0",161,IRVING,1_org,5_ca,0
5106,"IRVING 1 1",13.8,IRVING,1_org,5_ca,0
5107,"IRVING 1 2",13.8,IRVING,1_org,5_ca,0
5108,"DALLAS 44 0",161,DALLAS,1_org,5_ca,0
5109,"LANCASTER ~1",161,LANCASTER,1_org,5_ca,0
5110,"PALO PINTO~8",161,"PALO PINTO",1_org,5_ca,0
5111,"ADDISON 0",161,ADDISON,1_org,5_ca,0
5112,"HICO 0",161,HICO,1_org,5_ca,0
5113,"KRUM 0",161,KRUM,1_org,5_ca,0
5114,"KAUFMAN 0",161,KAUFMAN,1_org,5_ca,0
5115,"CADDO MILL~1",161,"CADDO MILLS",1_org,5_ca,0
5116,"PLANO 7 0",161,PLANO,1_org,5_ca,0
5117,"FORT WORT~25",161,"FORT WORTH",1_org,5_ca,0
5118,"BAIRD 0",161,BAIRD,1_org,5_ca,0
5119,"PERRIN 0",161,PERRIN,1_org,5_ca,0
5120,"BROWNWOOD 0",500,BROWNWOOD,1_org,5_ca,0
5121,"BROWNWOOD 1",161,BROWNWOOD,1_org,5_ca,0
5122,"DALLAS 6 0",161,DALLAS,1_org,5_ca,0
5123,"MARLIN 0",161,MARLIN,1_org,5_ca,0
5124,"MARLIN 1",115,MARLIN,1_org,5_ca,0
5125,ARLINGTON~14,161,ARLINGTON,1_org,5_ca,0
5126,"DALLAS 8 0",161,DALLAS,1_org,5_ca,0
5127,"JONESBORO 0",161,JONESBORO,1_org,5_ca,0
5128,"DALLAS 33 0",161,DALLAS,1_org,5_ca,0
5129,GOLDTHWAIT~6,161,GOLDTHWAITE,1_org,5_ca,0
5130,"PLANO 5 0",161,PLANO,1_org,5_ca,0
5131,"BELTON 0",500,BELTON,1_org,5_ca,0
5132,"BELTON 1",161,BELTON,1_org,5_ca,0
5133,"TOLAR 0",161,TOLAR,1_org,5_ca,0
5134,BRECKENRID~1,161,BRECKENRIDGE,1_org,5_ca,0
5135,"EASTLAND 0",161,EASTLAND,1_org,5_ca,0
5136,"COOPER 0",161,COOPER,1_org,5_ca,0
5137,"WACO 1 0",500,WACO,1_org,5_ca,0
5138,"WACO 1 1",161,WACO,1_org,5_ca,0
5139,"DALLAS 42 0",161,DALLAS,1_org,5_ca,0
5140,GATESVILLE~1,161,GATESVILLE,1_org,5_ca,0
5141,"ANNA 0",161,ANNA,1_org,5_ca,0
5142,"MOODY 0",161,MOODY,1_org,5_ca,0
5143,"FORT WORT~12",161,"FORT WORTH",1_org,5_ca,0
5144,"WACO 6 0",161,WACO,1_org,5_ca,0
5145,"GRAND PRAI~1",161,"GRAND PRAIRIE",1_org,5_ca,0
5146,"ROWLETT 2 0",161,ROWLETT,1_org,5_ca,0
5147,"PLANO 6 0",161,PLANO,1_org,5_ca,0
5148,"IRVING 5 0",161,IRVING,1_org,5_ca,0
5149,"DALLAS 7 0",161,DALLAS,1_org,5_ca,0
5150,"BRYSON 2 0",161,BRYSON,1_org,5_ca,0
5151,"MORGAN 0",161,MORGAN,1_org,5_ca,0
5152,"SACHSE 0",161,SACHSE,1_org,5_ca,0
5153,"PARADISE 0",161,PARADISE,1_org,5_ca,0
5154,"RIO VISTA 0",161,"RIO VISTA",1_org,5_ca,0
5155,"STRAWN 0",161,STRAWN,1_org,5_ca,0
5156,MAY-00,161,ABBOTT,1_org,5_ca,0
5157,"DESOTO 0",161,DESOTO,1_org,5_ca,0
5158,"MESQUITE 2 0",161,MESQUITE,1_org,5_ca,0
5159,"ROSEBUD 0",161,ROSEBUD,1_org,5_ca,0
5160,"DENTON 2 0",161,DENTON,1_org,5_ca,0
5161,"DALLAS 4 0",161,DALLAS,1_org,5_ca,0
5162,"AXTELL 0",161,AXTELL,1_org,5_ca,0
5163,"NOLANVILLE 0",161,NOLANVILLE,1_org,5_ca,0
5164,"DENTON 1 0",500,DENTON,1_org,5_ca,0
5165,"DENTON 1 1",161,DENTON,1_org,5_ca,0
5166,"DENTON 1 2",13.8,DENTON,1_org,5_ca,0
5167,"DENTON 1 3",13.8,DENTON,1_org,5_ca,0
5168,"DALLAS 39 0",161,DALLAS,1_org,5_ca,0
5169,"DUBLIN 1 0",161,DUBLIN,1_org,5_ca,0
5170,"DUBLIN 1 1",18,DUBLIN,1_org,5_ca,0
5171,"MERTENS 0",161,MERTENS,1_org,5_ca,0
5172,WEATHERFOR~1,161,WEATHERFORD,1_org,5_ca,0
5173,"PLANO 3 0",161,PLANO,1_org,5_ca,0
5174,"MALONE 0",161,MALONE,1_org,5_ca,0
5175,"DENTON 3 0",161,DENTON,1_org,5_ca,0
5176,"GRAFORD 0",161,GRAFORD,1_org,5_ca,0
5177,ARLINGTON~16,161,ARLINGTON,1_org,5_ca,0
5178,"ROCKWALL 1 0",161,ROCKWALL,1_org,5_ca,0
5179,"CORSICANA ~2",500,CORSICANA,1_org,5_ca,0
5180,"CORSICANA ~3",161,CORSICANA,1_org,5_ca,0
5181,"GARLAND 2 0",161,GARLAND,1_org,5_ca,0
5182,GATESVILLE~2,161,GATESVILLE,1_org,5_ca,0
5183,CARROLLTON~3,161,CARROLLTON,1_org,5_ca,0
5184,"FORT WORT~19",161,"FORT WORTH",1_org,5_ca,0
5185,"RHOME 0",161,RHOME,1_org,5_ca,0
5186,"VENUS 0",161,VENUS,1_org,5_ca,0
5187,"OLNEY 2 0",161,OLNEY,1_org,5_ca,0
5188,CARROLLTON~1,161,CARROLLTON,1_org,5_ca,0
5189,"DALLAS 20 0",161,DALLAS,1_org,5_ca,0
5190,"GORDON 0",161,GORDON,1_org,5_ca,0
5191,"MERIDIAN 0",161,MERIDIAN,1_org,5_ca,0
5192,"KILLEEN 4 0",500,KILLEEN,1_org,5_ca,0
5193,"KILLEEN 4 1",161,KILLEEN,1_org,5_ca,0
5194,DUNCANVILL~1,161,DUNCANVILLE,1_org,5_ca,0
5195,"ARGYLE 0",161,ARGYLE,1_org,5_ca,0
5196,"BRYSON 1 0",500,BRYSON,1_org,5_ca,0
5197,"BRYSON 1 1",161,BRYSON,1_org,5_ca,0
5198,"BRYSON 1 2",18,BRYSON,1_org,5_ca,0
5199,"FORT WORTH~4",161,"FORT WORTH",1_org,5_ca,0
5200,"MINERAL WE~1",161,"MINERAL WELLS",1_org,5_ca,0
5201,"COOLIDGE 0",161,COOLIDGE,1_org,5_ca,0
5202,"RICE 0",161,RICE,1_org,5_ca,0
5203,"DALLAS 35 0",161,DALLAS,1_org,5_ca,0
5204,"POOLVILLE 0",500,POOLVILLE,1_org,5_ca,0
5205,"POOLVILLE 1",161,POOLVILLE,1_org,5_ca,0
5206,"POOLVILLE 2",13.8,POOLVILLE,1_org,5_ca,0
5207,"POOLVILLE 3",13.8,POOLVILLE,1_org,5_ca,0
5208,"POOLVILLE 4",13.8,POOLVILLE,1_org,5_ca,0
5209,"WALNUT SPR~1",161,"WALNUT SPRINGS",1_org,5_ca,0
5210,"BEDFORD 2 0",161,BEDFORD,1_org,5_ca,0
5211,"HUBBARD 0",161,HUBBARD,1_org,5_ca,0
5212,"FERRIS 0",161,FERRIS,1_org,5_ca,0
5213,"GARLAND 4 0",161,GARLAND,1_org,5_ca,0
5214,"DALLAS 32 0",161,DALLAS,1_org,5_ca,0
5215,"PILOT POIN~1",161,"PILOT POINT",1_org,5_ca,0
5216,"FORT WORT~26",161,"FORT WORTH",1_org,5_ca,0
5217,"NORTH RICH~2",161,"NORTH RICHLAND HILLS",1_org,5_ca,0
5218,"JUSTIN 0",161,JUSTIN,1_org,5_ca,0
5219,"SCURRY 0",161,SCURRY,1_org,5_ca,0
5220,"SANGER 0",161,SANGER,1_org,5_ca,0
5221,"KILLEEN 1 0",161,KILLEEN,1_org,5_ca,0
5222,"MABANK 1 0",161,MABANK,1_org,5_ca,0
5223,"MEXIA 0",161,MEXIA,1_org,5_ca,0
5224,CARROLLTON~2,161,CARROLLTON,1_org,5_ca,0
5225,"NEVADA 0",161,NEVADA,1_org,5_ca,0
5226,"ZEPHYR 0",161,ZEPHYR,1_org,5_ca,0
5227,"TERRELL 2 0",161,TERRELL,1_org,5_ca,0
5228,"DALLAS 14 0",161,DALLAS,1_org,5_ca,0
5229,"DALLAS 13 0",161,DALLAS,1_org,5_ca,0
5230,"DALLAS 28 0",161,DALLAS,1_org,5_ca,0
5231,"HAMILTON 0",161,HAMILTON,1_org,5_ca,0
5232,ARLINGTON~15,161,ARLINGTON,1_org,5_ca,0
5233,"EULESS 1 0",161,EULESS,1_org,5_ca,0
5234,"FRISCO 1 0",161,FRISCO,1_org,5_ca,0
5235,"SALADO 0",161,SALADO,1_org,5_ca,0
5236,"OLNEY 1 0",500,OLNEY,1_org,5_ca,0
5237,"OLNEY 1 1",161,OLNEY,1_org,5_ca,0
5238,"OLNEY 1 2",18,OLNEY,1_org,5_ca,0
5239,GOLDTHWAIT~1,500,GOLDTHWAITE,1_org,5_ca,0
5240,GOLDTHWAIT~2,161,GOLDTHWAITE,1_org,5_ca,0
5241,GOLDTHWAIT~3,115,GOLDTHWAITE,1_org,5_ca,0
5242,GOLDTHWAIT~4,115,GOLDTHWAITE,1_org,5_ca,0
5243,GOLDTHWAIT~5,13.8,GOLDTHWAITE,1_org,5_ca,0
5244,"FORT WORT~15",161,"FORT WORTH",1_org,5_ca,0
5245,"GRAPEVINE 0",161,GRAPEVINE,1_org,5_ca,0
5246,"GLEN ROSE ~5",161,"GLEN ROSE",1_org,5_ca,0
5247,"KOPPERL 0",161,KOPPERL,1_org,5_ca,0
5248,"BEDFORD 1 0",161,BEDFORD,1_org,5_ca,0
