"ID","Name","Node1","Node2","R","X","Bch","NormalOperatingLimit","ShortTermLimit","EmergencyLimit"
"ln-4124-4128-2","FALFURRIAS 0-RIO GRANDE~1","4124","4128",0.02044,0.13201,0.02518,221.0,0.0,0.0
"ln-4125-6264-1","PETTUS 0-KENEDY 1","4125","6264",0.03218,0.07865,0.0103,98.0,0.0,0.0
"ln-4126-4193-1","BROWNSVILL~5-BROWNSVILL~2","4126","4193",0.00522,0.0364,0.00595,250.0,0.0,0.0
"ln-4126-4193-2","BROWNSVILL~5-BROWNSVILL~2","4126","4193",0.00522,0.0364,0.00595,250.0,0.0,0.0
"ln-4126-4193-3","BROWNSVILL~5-BROWNSVILL~2","4126","4193",0.00522,0.0364,0.00595,250.0,0.0,0.0
"ln-4127-4144-1","ALICE 0-ORANGE GRO~1","4127","4144",0.02101,0.12616,0.01712,98.0,0.0,0.0
"ln-4129-4130-1","PREMONT 0-FREER 0","4129","4130",0.03748,0.09002,0.01222,98.0,0.0,0.0
"ln-4129-4176-1","PREMONT 0-BRUNI 1 0","4129","4176",0.02359,0.14166,0.01922,98.0,0.0,0.0
"ln-4130-4179-1","FREER 0-SAN DIEGO 0","4130","4179",0.01386,0.07916,0.0119,98.0,0.0,0.0
"ln-4131-6308-1","PEARSALL 0-HONDO 0","4131","6308",0.00739,0.05281,0.09628,443.0,0.0,0.0
"ln-4132-4143-1","PEARSALL 1-DILLEY 0","4132","4143",0.02006,0.08324,0.01413,149.0,0.0,0.0
"ln-4132-6357-1","PEARSALL 1-DEVINE 0","4132","6357",0.01827,0.07994,0.01217,149.0,0.0,0.0
"ln-4139-4144-1","SANDIA 0-ORANGE GRO~1","4139","4144",0.00882,0.05038,0.00757,98.0,0.0,0.0
"ln-4139-4169-1","SANDIA 0-MATHIS 0","4139","4169",0.01144,0.05002,0.00762,149.0,0.0,0.0
"ln-4140-4151-1","SARITA 1 0-ARMSTRONG ~1","4140","4151",0.00411,0.02936,0.05353,443.0,0.0,0.0
"ln-4140-4196-1","SARITA 1 0-OILTON 1","4140","4196",0.01639,0.11706,0.21342,523.0,0.0,0.0
"ln-4141-4165-1","SARITA 1 1-SARITA 2 0","4141","4165",0.01975,0.08194,0.0139,221.0,0.0,0.0
"ln-4143-4189-1","DILLEY 0-CARRIZO SP~1","4143","4189",0.02761,0.11455,0.01944,149.0,0.0,0.0
"ln-4146-4196-1","LAREDO 4 0-OILTON 1","4146","4196",0.00241,0.02506,0.0854,750.0,0.0,0.0
"ln-4146-4196-2","LAREDO 4 0-OILTON 1","4146","4196",0.00241,0.02506,0.0854,750.0,0.0,0.0
"ln-4148-4179-1","THREE RIVE~1-SAN DIEGO 0","4148","4179",0.03149,0.1891,0.02566,98.0,0.0,0.0
"ln-4149-4173-1","ROCKPORT 0-REFUGIO 0","4149","4173",0.02612,0.11641,0.01707,170.0,0.0,0.0
"ln-4149-4182-1","ROCKPORT 0-TAFT 1 1","4149","4182",0.00774,0.05286,0.00899,221.0,0.0,0.0
"ln-4151-4158-1","ARMSTRONG ~1-CORPUS CHR~1","4151","4158",0.00609,0.06334,0.21583,750.0,0.0,0.0
"ln-4155-4164-1","SULLIVAN C~1-GRULLA 0","4155","4164",0.00412,0.02661,0.00508,221.0,0.0,0.0
"ln-4159-4168-1","CORPUS CHR~2-CORPUS CH~11","4159","4168",5.7E-4,0.00394,6.4E-4,250.0,0.0,0.0
"ln-4159-4168-2","CORPUS CHR~2-CORPUS CH~11","4159","4168",5.7E-4,0.00394,6.4E-4,250.0,0.0,0.0
"ln-4159-4168-3","CORPUS CHR~2-CORPUS CH~11","4159","4168",5.7E-4,0.00394,6.4E-4,250.0,0.0,0.0
"ln-4159-4168-4","CORPUS CHR~2-CORPUS CH~11","4159","4168",5.7E-4,0.00394,6.4E-4,250.0,0.0,0.0
"ln-4167-4186-1","HARGILL 0-SANTA ROS~11","4167","4186",0.01453,0.06359,0.00968,149.0,0.0,0.0
"ln-4170-4180-1","ARANSAS PA~1-PORT ARANS~1","4170","4180",0.00815,0.03567,0.00543,149.0,0.0,0.0
"ln-4172-6221-1","PLEASANTON 0-FALLS CITY 0","4172","6221",0.01492,0.06529,0.00994,149.0,0.0,0.0
"ln-4172-6346-1","PLEASANTON 0-LEMING 0","4172","6346",0.01189,0.05202,0.00792,149.0,0.0,0.0
"ln-4173-7030-1","REFUGIO 0-PORT LAVAC~2","4173","7030",0.02382,0.10423,0.01587,149.0,0.0,0.0
"ln-4174-6015-1","LYTLE 0-ATASCOSA 0","4174","6015",0.00722,0.02995,0.00508,221.0,0.0,0.0
"ln-4174-6276-1","LYTLE 0-VON ORMY 0","4174","6276",0.01173,0.04865,0.00826,149.0,0.0,0.0
"ln-4175-4176-1","LAREDO 2 0-BRUNI 1 0","4175","4176",0.02194,0.09598,0.01462,149.0,0.0,0.0
"ln-4178-6253-1","GOLIAD 0-YORKTOWN 0","4178","6253",0.02656,0.11618,0.01769,149.0,0.0,0.0
"ln-4181-7274-1","TAFT 1 0-VICTORIA 3 0","4181","7274",0.01011,0.07225,0.13172,443.0,0.0,0.0
"ln-4184-4191-1","SAN PERLIT~2-RAYMONDVIL~1","4184","4191",0.01223,0.08358,0.01422,221.0,0.0,0.0
"ln-4184-4191-2","SAN PERLIT~2-RAYMONDVIL~1","4184","4191",0.01223,0.08358,0.01422,221.0,0.0,0.0
"ln-4184-4194-1","SAN PERLIT~2-SEBASTIAN ~1","4184","4194",0.00649,0.04522,0.00739,250.0,0.0,0.0
"ln-4184-4194-2","SAN PERLIT~2-SEBASTIAN ~1","4184","4194",0.00649,0.04522,0.00739,250.0,0.0,0.0
"ln-4187-4189-1","COTULLA 0-CARRIZO SP~1","4187","4189",0.02899,0.12682,0.01931,149.0,0.0,0.0
"ln-4195-6239-1","OILTON 0-ELMENDORF 0","4195","6239",0.00265,0.0321,2.13231,2020.0,0.0,0.0
"ln-5003-5181-1","GARLAND 5 0-GARLAND 2 0","5003","5181",0.00233,0.01026,0.00478,187.0,0.0,0.0
"ln-5003-5213-1","GARLAND 5 0-GARLAND 4 0","5003","5213",0.00127,0.0072,0.00387,251.0,0.0,0.0
"ln-5003-5436-1","GARLAND 5 0-DALLAS 18 0","5003","5436",0.00455,0.01936,0.00968,187.0,0.0,0.0
"ln-5004-5426-1","KERENS 0-KEMP 0","5004","5426",0.00757,0.04276,0.023,251.0,0.0,0.0
"ln-5004-5476-1","KERENS 0-CORSICANA ~1","5004","5476",0.004,0.0226,0.01216,251.0,0.0,0.0
"ln-5005-5133-1","LIPAN 0-TOLAR 0","5005","5133",0.00846,0.03598,0.018,187.0,0.0,0.0
"ln-5005-5435-1","LIPAN 0-SANTO 0","5005","5435",0.00739,0.03256,0.01515,187.0,0.0,0.0
"ln-5006-5072-1","DALLAS 24 0-DALLAS 19 0","5006","5072",7.4E-4,0.00543,0.00308,310.0,0.0,0.0
"ln-5006-5072-2","DALLAS 24 0-DALLAS 19 0","5006","5072",7.4E-4,0.00543,0.00308,310.0,0.0,0.0
"ln-5006-5072-3","DALLAS 24 0-DALLAS 19 0","5006","5072",7.4E-4,0.00543,0.00308,310.0,0.0,0.0
"ln-5006-5289-1","DALLAS 24 0-DALLAS 26 0","5006","5289",6.5E-4,0.00498,0.00262,310.0,0.0,0.0
"ln-5006-5289-2","DALLAS 24 0-DALLAS 26 0","5006","5289",6.5E-4,0.00498,0.00262,310.0,0.0,0.0
"ln-5006-5294-1","DALLAS 24 0-DALLAS 12 0","5006","5294",0.00495,0.02107,0.01054,187.0,0.0,0.0
"ln-5007-5012-1","DENTON 4 0-DENTON 5 0","5007","5012",0.0011,0.00645,0.00322,251.0,0.0,0.0
"ln-5007-5165-1","DENTON 4 0-DENTON 1 1","5007","5165",8.8E-4,0.00648,0.00367,409.0,0.0,0.0
"ln-5008-5134-1","ALBANY 2 0-BRECKENRID~1","5008","5134",0.01009,0.05706,0.03069,251.0,0.0,0.0
"ln-5008-5347-1","ALBANY 2 0-CISCO 0","5008","5347",0.01147,0.05055,0.02353,187.0,0.0,0.0
"ln-5008-5396-1","ALBANY 2 0-ALBANY 1 2","5008","5396",0.00397,0.02909,0.01648,400.0,0.0,0.0
"ln-5009-5294-1","DALLAS 21 0-DALLAS 12 0","5009","5294",0.00175,0.00769,0.00358,187.0,0.0,0.0
"ln-5009-5311-1","DALLAS 21 0-DALLAS 30 0","5009","5311",0.0016,0.00704,0.00328,187.0,0.0,0.0
"ln-5009-5482-1","DALLAS 21 0-DALLAS 23 0","5009","5482",0.00139,0.0061,0.00284,409.0,0.0,0.0
"ln-5010-5096-1","PLANO 2 0-PLANO 1 0","5010","5096",0.00127,0.00969,0.00509,310.0,0.0,0.0
"ln-5010-5096-2","PLANO 2 0-PLANO 1 0","5010","5096",0.00127,0.00969,0.00509,310.0,0.0,0.0
"ln-5010-5386-1","PLANO 2 0-RICHARDSON~1","5010","5386",0.00106,0.00803,0.00422,310.0,0.0,0.0
"ln-5010-5386-2","PLANO 2 0-RICHARDSON~1","5010","5386",0.00106,0.00803,0.00422,310.0,0.0,0.0
"ln-5011-5054-1","THORNTON 0-GROESBECK 0","5011","5054",0.00746,0.04371,0.02183,251.0,0.0,0.0
"ln-5011-8084-1","THORNTON 0-FRANKLIN 2","5011","8084",0.00545,0.03193,0.01595,251.0,0.0,0.0
"ln-5012-5017-1","DENTON 5 0-PONDER 0","5012","5017",0.00663,0.0292,0.01359,187.0,0.0,0.0
"ln-5013-5101-1","EARLY 0-COMANCHE 0","5013","5101",0.00798,0.03394,0.01697,187.0,0.0,0.0
"ln-5013-5156-1","EARLY 0-MAY-00","5013","5156",0.00645,0.02841,0.01322,187.0,0.0,0.0
"ln-5013-5226-1","EARLY 0-ZEPHYR 0","5013","5226",0.00745,0.03283,0.01528,187.0,0.0,0.0
"ln-5014-5455-1","DECATUR 0-ALVORD 0","5014","5455",0.00556,0.03257,0.01626,251.0,0.0,0.0
"ln-5015-5063-1","KELLER 2 0-ARLINGTON ~1","5015","5063",2.8E-4,0.00336,0.22327,2020.0,0.0,0.0
"ln-5015-5164-1","KELLER 2 0-DENTON 1 0","5015","5164",4.4E-4,0.00534,0.35461,2020.0,0.0,0.0
"ln-5015-5361-1","KELLER 2 0-BRIDGEPORT 0","5015","5361",4.4E-4,0.0053,0.3546,4352.0,0.0,0.0
"ln-5015-5479-1","KELLER 2 0-BURLESON 0","5015","5479",5.7E-4,0.00686,0.45585,2020.0,0.0,0.0
"ln-5016-5265-1","KELLER 2 1-KELLER 1 0","5016","5265",0.00128,0.00972,0.00511,409.0,0.0,0.0
"ln-5016-5265-2","KELLER 2 1-KELLER 1 0","5016","5265",0.00128,0.00972,0.00511,409.0,0.0,0.0
"ln-5016-5265-3","KELLER 2 1-KELLER 1 0","5016","5265",0.00128,0.00972,0.00511,409.0,0.0,0.0
"ln-5016-5420-1","KELLER 2 1-FORT WORTH~2","5016","5420",0.00135,0.01028,0.0054,310.0,0.0,0.0
"ln-5016-5420-2","KELLER 2 1-FORT WORTH~2","5016","5420",0.00135,0.01028,0.0054,310.0,0.0,0.0
"ln-5017-5218-1","PONDER 0-JUSTIN 0","5017","5218",0.0048,0.02041,0.01021,187.0,0.0,0.0
"ln-5017-5315-1","PONDER 0-DENTON 6 0","5017","5315",0.00523,0.02225,0.01113,187.0,0.0,0.0
"ln-5018-5055-1","JACKSBORO ~1-GRAHAM 0","5018","5055",3.4E-4,0.00414,0.27523,2020.0,0.0,0.0
"ln-5018-5236-1","JACKSBORO ~1-OLNEY 1 0","5018","5236",3.7E-4,0.00753,0.52503,3146.0,0.0,0.0
"ln-5018-5236-2","JACKSBORO ~1-OLNEY 1 0","5018","5236",3.7E-4,0.00753,0.52503,3146.0,0.0,0.0
"ln-5018-5413-1","JACKSBORO ~1-PALO PINTO~1","5018","5413",3.4E-4,0.00695,0.48479,2768.0,0.0,0.0
"ln-5019-5176-1","JACKSBORO ~2-GRAFORD 0","5019","5176",0.00561,0.03288,0.01642,251.0,0.0,0.0
"ln-5021-5401-1","ALEDO 1 0-GRANBURY 2 0","5021","5401",2.9E-4,0.006,0.41836,3146.0,0.0,0.0
"ln-5021-5413-1","ALEDO 1 0-PALO PINTO~1","5021","5413",5.6E-4,0.01139,0.79467,3146.0,0.0,0.0
"ln-5021-5479-1","ALEDO 1 0-BURLESON 0","5021","5479",2.1E-4,0.00435,0.30317,2768.0,0.0,0.0
"ln-5022-5249-1","ALEDO 1 1-FORT WORT~22","5022","5249",0.00173,0.01314,0.0069,409.0,0.0,0.0
"ln-5022-5249-2","ALEDO 1 1-FORT WORT~22","5022","5249",0.00173,0.01314,0.0069,409.0,0.0,0.0
"ln-5022-5306-1","ALEDO 1 1-ALEDO 2 0","5022","5306",0.00263,0.02,0.0105,310.0,0.0,0.0
"ln-5022-5306-2","ALEDO 1 1-ALEDO 2 0","5022","5306",0.00263,0.02,0.0105,310.0,0.0,0.0
"ln-5022-5441-1","ALEDO 1 1-FORT WORT~13","5022","5441",0.00341,0.02594,0.01362,409.0,0.0,0.0
"ln-5022-5441-2","ALEDO 1 1-FORT WORT~13","5022","5441",0.00341,0.02594,0.01362,409.0,0.0,0.0
"ln-5024-5140-1","GATESVILLE~4-GATESVILLE~1","5024","5140",0.00381,0.01679,0.00781,187.0,0.0,0.0
"ln-5024-5182-1","GATESVILLE~4-GATESVILLE~2","5024","5182",0.003,0.01323,0.00616,187.0,0.0,0.0
"ln-5024-5452-1","GATESVILLE~4-COPPERAS C~2","5024","5452",0.00923,0.05217,0.02806,251.0,0.0,0.0
"ln-5025-5453-1","CLEBURNE 2 0-CLEBURNE 1 0","5025","5453",0.00495,0.03768,0.01978,310.0,0.0,0.0
"ln-5025-5453-2","CLEBURNE 2 0-CLEBURNE 1 0","5025","5453",0.00495,0.03768,0.01978,310.0,0.0,0.0
"ln-5025-5473-1","CLEBURNE 2 0-NEMO 0","5025","5473",0.00322,0.02357,0.01336,310.0,0.0,0.0
"ln-5025-5473-2","CLEBURNE 2 0-NEMO 0","5025","5473",0.00322,0.02357,0.01336,310.0,0.0,0.0
"ln-5026-5104-1","FORT WORTH~6-FORT WORT~28","5026","5104",0.0014,0.01063,0.00558,310.0,0.0,0.0
"ln-5026-5104-2","FORT WORTH~6-FORT WORT~28","5026","5104",0.0014,0.01063,0.00558,310.0,0.0,0.0
"ln-5026-5375-1","FORT WORTH~6-FORT WORTH~5","5026","5375",0.00136,0.00798,0.00399,251.0,0.0,0.0
"ln-5027-5098-1","FORT WORT~16-FORT WORT~17","5027","5098",0.00294,0.01659,0.00893,409.0,0.0,0.0
"ln-5027-5469-1","FORT WORT~16-FORT WORT~11","5027","5469",0.00157,0.01196,0.00628,310.0,0.0,0.0
"ln-5027-5469-2","FORT WORT~16-FORT WORT~11","5027","5469",0.00157,0.01196,0.00628,310.0,0.0,0.0
"ln-5027-5481-1","FORT WORT~16-FORT WORT~21","5027","5481",0.00206,0.01564,0.00821,409.0,0.0,0.0
"ln-5028-5097-1","FORT WORTH~1-EULESS 2 0","5028","5097",9.6E-4,0.00703,0.00399,310.0,0.0,0.0
"ln-5028-5097-2","FORT WORTH~1-EULESS 2 0","5028","5097",9.6E-4,0.00703,0.00399,310.0,0.0,0.0
"ln-5028-5233-1","FORT WORTH~1-EULESS 1 0","5028","5233",0.00165,0.00966,0.00482,310.0,0.0,0.0
"ln-5028-5478-1","FORT WORTH~1-IRVING 3 0","5028","5478",0.00394,0.01736,0.00808,409.0,0.0,0.0
"ln-5029-5142-1","TROY 0-MOODY 0","5029","5142",0.00477,0.02699,0.01452,251.0,0.0,0.0
"ln-5029-5461-1","TROY 0-TEMPLE 3 0","5029","5461",0.00376,0.02202,0.01099,251.0,0.0,0.0
"ln-5030-5312-1","SPRINGTOWN 0-AZLE 0","5030","5312",0.00423,0.02478,0.01237,251.0,0.0,0.0
"ln-5030-5430-1","SPRINGTOWN 0-WEATHERFOR~2","5030","5430",0.00326,0.0248,0.01302,310.0,0.0,0.0
"ln-5031-5296-1","PRINCETON 0-MCKINNEY 1 1","5031","5296",0.00345,0.0202,0.01009,251.0,0.0,0.0
"ln-5031-5408-1","PRINCETON 0-FARMERSVIL~1","5031","5408",0.00513,0.02263,0.01054,187.0,0.0,0.0
"ln-5032-5090-1","DALLAS 27 0-DALLAS 15 0","5032","5090",0.00304,0.01718,0.00924,251.0,0.0,0.0
"ln-5032-5214-1","DALLAS 27 0-DALLAS 32 0","5032","5214",0.0022,0.00969,0.00451,187.0,0.0,0.0
"ln-5032-5228-1","DALLAS 27 0-DALLAS 14 0","5032","5228",0.0023,0.01751,0.00919,310.0,0.0,0.0
"ln-5032-5228-2","DALLAS 27 0-DALLAS 14 0","5032","5228",0.0023,0.01751,0.00919,310.0,0.0,0.0
"ln-5032-5329-1","DALLAS 27 0-DALLAS 17 0","5032","5329",0.00188,0.00829,0.00386,187.0,0.0,0.0
"ln-5033-5047-1","DALLAS 1 0-MANSFIELD 0","5033","5047",4.0E-4,0.00814,0.5676,2768.0,0.0,0.0
"ln-5033-5350-1","DALLAS 1 0-GARLAND 1 0","5033","5350",1.8E-4,0.00367,0.25593,2768.0,0.0,0.0
"ln-5033-5384-1","DALLAS 1 0-DALLAS 3 0","5033","5384",6.0E-5,0.00115,0.08036,3146.0,0.0,0.0
"ln-5034-5313-1","DALLAS 1 1-HUTCHINS 0","5034","5313",0.00114,0.00836,0.00474,409.0,0.0,0.0
"ln-5034-5313-2","DALLAS 1 1-HUTCHINS 0","5034","5313",0.00114,0.00836,0.00474,409.0,0.0,0.0
"ln-5034-5313-3","DALLAS 1 1-HUTCHINS 0","5034","5313",0.00114,0.00836,0.00474,409.0,0.0,0.0
"ln-5034-5371-1","DALLAS 1 1-SEAGOVILLE 0","5034","5371",0.0033,0.01934,0.00966,251.0,0.0,0.0
"ln-5043-5152-1","ROYSE CITY 0-SACHSE 0","5043","5152",0.00598,0.03504,0.0175,251.0,0.0,0.0
"ln-5043-5284-1","ROYSE CITY 0-QUINLAN 0","5043","5284",0.00758,0.04445,0.0222,251.0,0.0,0.0
"ln-5044-5153-1","BOYD 0-PARADISE 0","5044","5153",0.0031,0.0236,0.01239,409.0,0.0,0.0
"ln-5044-5153-2","BOYD 0-PARADISE 0","5044","5153",0.0031,0.0236,0.01239,409.0,0.0,0.0
"ln-5044-5185-1","BOYD 0-RHOME 0","5044","5185",0.0032,0.02431,0.01276,310.0,0.0,0.0
"ln-5044-5185-2","BOYD 0-RHOME 0","5044","5185",0.0032,0.02431,0.01276,310.0,0.0,0.0
"ln-5045-5120-1","STEPHENVIL~1-BROWNWOOD 0","5045","5120",0.00127,0.01539,1.02213,2020.0,0.0,0.0
"ln-5045-5260-1","STEPHENVIL~1-GLEN ROSE ~1","5045","5260",5.0E-4,0.00603,0.40075,2295.0,0.0,0.0
"ln-5045-5413-1","STEPHENVIL~1-PALO PINTO~1","5045","5413",5.5E-4,0.00672,0.4467,2020.0,0.0,0.0
"ln-5046-5286-1","STEPHENVIL~2-DUBLIN 2 0","5046","5286",0.0115,0.05069,0.0236,187.0,0.0,0.0
"ln-5047-5179-1","MANSFIELD 0-CORSICANA ~2","5047","5179",5.4E-4,0.01097,0.76512,2768.0,0.0,0.0
"ln-5047-5260-1","MANSFIELD 0-GLEN ROSE ~1","5047","5260",7.8E-4,0.00944,0.62704,2295.0,0.0,0.0
"ln-5047-5444-1","MANSFIELD 0-MIDLOTHIAN~1","5047","5444",1.9E-4,0.00235,0.15601,2020.0,0.0,0.0
"ln-5048-5480-1","MANSFIELD 1-BURLESON 1","5048","5480",0.00268,0.02037,0.0107,310.0,0.0,0.0
"ln-5048-5480-2","MANSFIELD 1-BURLESON 1","5048","5480",0.00268,0.02037,0.0107,310.0,0.0,0.0
"ln-5048-5480-3","MANSFIELD 1-BURLESON 1","5048","5480",0.00268,0.02037,0.0107,310.0,0.0,0.0
"ln-5048-5480-4","MANSFIELD 1-BURLESON 1","5048","5480",0.00268,0.02037,0.0107,310.0,0.0,0.0
"ln-5049-5304-1","GREENVILLE~1-ALLEN 1 0","5049","5304",5.9E-4,0.00713,0.47354,2295.0,0.0,0.0
"ln-5049-5350-1","GREENVILLE~1-GARLAND 1 0","5049","5350",7.0E-4,0.0085,0.5646,2295.0,0.0,0.0
"ln-5049-8074-1","GREENVILLE~1-MT. ENTERP~1","5049","8074",0.00142,0.02903,2.02497,2768.0,0.0,0.0
"ln-5049-8126-1","GREENVILLE~1-MOUNT PLEA~1","5049","8126",0.006,0.01,0.83,3146.0,0.0,0.0
"ln-5050-5454-1","GREENVILLE~2-GREENVILLE~5","5050","5454",0.00279,0.02125,0.01116,310.0,0.0,0.0
"ln-5050-5454-2","GREENVILLE~2-GREENVILLE~5","5050","5454",0.00279,0.02125,0.01116,310.0,0.0,0.0
"ln-5052-8038-1","GREENVILLE~4-SULPHUR SP~1","5052","8038",0.013,0.054,0.027,186.0,0.0,0.0
"ln-5052-8124-1","GREENVILLE~4-CUMBY 0","5052","8124",0.013,0.054,0.027,186.0,0.0,0.0
"ln-5053-5173-1","PLANO 4 0-PLANO 3 0","5053","5173",8.8E-4,0.00647,0.00367,310.0,0.0,0.0
"ln-5053-5173-2","PLANO 4 0-PLANO 3 0","5053","5173",8.8E-4,0.00647,0.00367,310.0,0.0,0.0
"ln-5053-5357-1","PLANO 4 0-ALLEN 2 0","5053","5357",0.00118,0.00895,0.0047,310.0,0.0,0.0
"ln-5053-5357-2","PLANO 4 0-ALLEN 2 0","5053","5357",0.00118,0.00895,0.0047,310.0,0.0,0.0
"ln-5054-5223-1","GROESBECK 0-MEXIA 0","5054","5223",0.00543,0.03069,0.01651,251.0,0.0,0.0
"ln-5055-5196-1","GRAHAM 0-BRYSON 1 0","5055","5196",3.4E-4,0.0041,0.275,2020.0,0.0,0.0
"ln-5056-5187-1","GRAHAM 1-OLNEY 2 0","5056","5187",0.01355,0.05765,0.02883,187.0,0.0,0.0
"ln-5056-5197-1","GRAHAM 1-BRYSON 1 1","5056","5197",0.0075,0.04397,0.02196,251.0,0.0,0.0
"ln-5059-5426-1","MABANK 2 0-KEMP 0","5059","5426",0.00507,0.02868,0.01543,251.0,0.0,0.0
"ln-5059-8148-1","MABANK 2 0-TRINIDAD 1 1","5059","8148",0.00396,0.03012,0.01581,310.0,0.0,0.0
"ln-5060-8065-1","MABANK 2 1-TRINIDAD 2 0","5060","8065",0.00719,0.04106,0.00617,98.0,0.0,0.0
"ln-5063-5304-1","ARLINGTON ~1-ALLEN 1 0","5063","5304",7.8E-4,0.0095,0.6308,2020.0,0.0,0.0
"ln-5063-5322-1","ARLINGTON ~1-DALLAS 2 0","5063","5322",2.6E-4,0.00314,0.20858,2295.0,0.0,0.0
"ln-5063-5401-1","ARLINGTON ~1-GRANBURY 2 0","5063","5401",5.0E-4,0.01016,0.70838,3146.0,0.0,0.0
"ln-5064-5125-1","ARLINGTON ~2-ARLINGTON~14","5064","5125",9.5E-4,0.00721,0.00379,409.0,0.0,0.0
"ln-5064-5125-2","ARLINGTON ~2-ARLINGTON~14","5064","5125",9.5E-4,0.00721,0.00379,409.0,0.0,0.0
"ln-5064-5125-3","ARLINGTON ~2-ARLINGTON~14","5064","5125",9.5E-4,0.00721,0.00379,409.0,0.0,0.0
"ln-5064-5125-4","ARLINGTON ~2-ARLINGTON~14","5064","5125",9.5E-4,0.00721,0.00379,409.0,0.0,0.0
"ln-5064-5143-1","ARLINGTON ~2-FORT WORT~12","5064","5143",8.4E-4,0.00642,0.00337,409.0,0.0,0.0
"ln-5064-5143-2","ARLINGTON ~2-FORT WORT~12","5064","5143",8.4E-4,0.00642,0.00337,409.0,0.0,0.0
"ln-5064-5143-3","ARLINGTON ~2-FORT WORT~12","5064","5143",8.4E-4,0.00642,0.00337,409.0,0.0,0.0
"ln-5070-5128-1","DALLAS 41 0-DALLAS 33 0","5070","5128",0.00204,0.00902,0.0042,187.0,0.0,0.0
"ln-5070-5425-1","DALLAS 41 0-DALLAS 40 0","5070","5425",0.00111,0.00651,0.00325,251.0,0.0,0.0
"ln-5071-5138-1","WACO 3 0-WACO 1 1","5071","5138",0.0037,0.02168,0.01083,251.0,0.0,0.0
"ln-5071-5359-1","WACO 3 0-RIESEL 1 1","5071","5359",0.00459,0.03488,0.01831,310.0,0.0,0.0
"ln-5072-5103-1","DALLAS 19 0-RICHARDSON~3","5072","5103",0.00114,0.00868,0.00456,310.0,0.0,0.0
"ln-5072-5103-2","DALLAS 19 0-RICHARDSON~3","5072","5103",0.00114,0.00868,0.00456,310.0,0.0,0.0
"ln-5072-5103-3","DALLAS 19 0-RICHARDSON~3","5072","5103",0.00114,0.00868,0.00456,310.0,0.0,0.0
"ln-5072-5103-4","DALLAS 19 0-RICHARDSON~3","5072","5103",0.00114,0.00868,0.00456,310.0,0.0,0.0
"ln-5072-5103-5","DALLAS 19 0-RICHARDSON~3","5072","5103",0.00114,0.00868,0.00456,310.0,0.0,0.0
"ln-5072-5116-1","DALLAS 19 0-PLANO 7 0","5072","5116",0.00108,0.0079,0.00448,310.0,0.0,0.0
"ln-5072-5116-2","DALLAS 19 0-PLANO 7 0","5072","5116",0.00108,0.0079,0.00448,310.0,0.0,0.0
"ln-5073-5121-1","BANGS 0-BROWNWOOD 1","5073","5121",0.00516,0.02272,0.01058,187.0,0.0,0.0
"ln-5073-5484-1","BANGS 0-CROSS PLAI~1","5073","5484",0.0111,0.06505,0.03248,251.0,0.0,0.0
"ln-5074-5147-1","PROSPER 0-PLANO 6 0","5074","5147",0.0043,0.03272,0.01718,310.0,0.0,0.0
"ln-5074-5331-1","PROSPER 0-CELINA 0","5074","5331",0.00369,0.02161,0.01079,251.0,0.0,0.0
"ln-5075-5267-1","EVANT 0-MC GREGOR 0","5075","5267",0.02194,0.09333,0.04668,187.0,0.0,0.0
"ln-5075-5377-1","EVANT 0-KILLEEN 2 0","5075","5377",0.02449,0.10791,0.05023,187.0,0.0,0.0
"ln-5076-5227-1","TERRELL 1 0-TERRELL 2 0","5076","5227",0.00533,0.02268,0.01134,187.0,0.0,0.0
"ln-5077-8108-1","TERRELL 1 1-WILLS POIN~1","5077","8108",0.00971,0.05831,0.00791,98.0,0.0,0.0
"ln-5078-5160-1","AUBREY 0-DENTON 2 0","5078","5160",0.00399,0.01757,0.00818,187.0,0.0,0.0
"ln-5079-5138-1","WACO 4 0-WACO 1 1","5079","5138",0.00181,0.01379,0.00724,310.0,0.0,0.0
"ln-5079-5138-2","WACO 4 0-WACO 1 1","5079","5138",0.00181,0.01379,0.00724,310.0,0.0,0.0
"ln-5079-5378-1","WACO 4 0-WACO 5 0","5079","5378",0.00152,0.00891,0.00445,409.0,0.0,0.0
"ln-5080-5142-1","LORENA 0-MOODY 0","5080","5142",0.00553,0.03127,0.01682,251.0,0.0,0.0
"ln-5080-5328-1","LORENA 0-RIESEL 2 0","5080","5328",0.00866,0.03817,0.01777,187.0,0.0,0.0
"ln-5081-5163-1","FORT HOOD 0-NOLANVILLE 0","5081","5163",0.00516,0.03024,0.0151,251.0,0.0,0.0
"ln-5081-5221-1","FORT HOOD 0-KILLEEN 1 0","5081","5221",0.00517,0.0228,0.01061,187.0,0.0,0.0
"ln-5081-5377-1","FORT HOOD 0-KILLEEN 2 0","5081","5377",0.0068,0.039,0.005,221.0,0.0,0.0
"ln-5082-5086-1","ARLINGTON~13-ARLINGTON~17","5082","5086",0.00219,0.01283,0.00641,251.0,0.0,0.0
"ln-5082-5330-1","ARLINGTON~13-ARLINGTON~12","5082","5330",0.00214,0.01253,0.00625,409.0,0.0,0.0
"ln-5082-5440-1","ARLINGTON~13-ARLINGTON~11","5082","5440",0.00107,0.00605,0.00326,409.0,0.0,0.0
