"ID","TransformerWinding","TapNode","IsRegulating","RegulatedNode"
"tx2-6293-6292-1:tap2","tx2-6293-6292-1:wnd1","6292","false",""
"tx2-6288-6287-2:tap2","tx2-6288-6287-2:wnd1","6287","false",""
"tx2-6288-6287-1:tap2","tx2-6288-6287-1:wnd1","6287","false",""
"tx2-6286-6285-1:tap2","tx2-6286-6285-1:wnd1","6285","false",""
"tx2-6280-6279-1:tap2","tx2-6280-6279-1:wnd1","6279","false",""
"tx2-6278-6277-1:tap2","tx2-6278-6277-1:wnd1","6277","false",""
"tx2-6274-6265-1:tap2","tx2-6274-6265-1:wnd1","6265","false",""
"tx2-6273-6265-1:tap2","tx2-6273-6265-1:wnd1","6265","false",""
"tx2-6272-6265-1:tap2","tx2-6272-6265-1:wnd1","6265","false",""
"tx2-6271-6265-1:tap2","tx2-6271-6265-1:wnd1","6265","false",""
"tx2-6270-6265-1:tap2","tx2-6270-6265-1:wnd1","6265","false",""
"tx2-6269-6265-1:tap2","tx2-6269-6265-1:wnd1","6265","false",""
"tx2-6268-6265-1:tap2","tx2-6268-6265-1:wnd1","6265","false",""
"tx2-6267-6265-1:tap2","tx2-6267-6265-1:wnd1","6265","false",""
"tx2-6266-6265-1:tap2","tx2-6266-6265-1:wnd1","6265","false",""
"tx2-6264-6263-1:tap2","tx2-6264-6263-1:wnd1","6263","false",""
"tx2-6256-6255-2:tap2","tx2-6256-6255-2:wnd1","6255","false",""
"tx2-6256-6255-1:tap2","tx2-6256-6255-1:wnd1","6255","false",""
"tx2-6260-6254-1:tap2","tx2-6260-6254-1:wnd1","6254","false",""
"tx2-6259-6254-1:tap2","tx2-6259-6254-1:wnd1","6254","false",""
"tx2-6258-6254-1:tap2","tx2-6258-6254-1:wnd1","6254","false",""
"tx2-6257-6254-1:tap2","tx2-6257-6254-1:wnd1","6254","false",""
"tx2-6255-6254-1:tap2","tx2-6255-6254-1:wnd1","6254","false",""
"tx2-6241-6240-2:tap2","tx2-6241-6240-2:wnd1","6240","false",""
"tx2-6241-6240-1:tap2","tx2-6241-6240-1:wnd1","6240","false",""
"tx2-6249-6239-1:tap2","tx2-6249-6239-1:wnd1","6239","false",""
"tx2-6248-6239-1:tap2","tx2-6248-6239-1:wnd1","6239","false",""
"tx2-6247-6239-1:tap2","tx2-6247-6239-1:wnd1","6239","false",""
"tx2-6246-6239-1:tap2","tx2-6246-6239-1:wnd1","6239","false",""
"tx2-6245-6239-1:tap2","tx2-6245-6239-1:wnd1","6239","false",""
"tx2-6244-6239-1:tap2","tx2-6244-6239-1:wnd1","6239","false",""
"tx2-6243-6239-1:tap2","tx2-6243-6239-1:wnd1","6239","false",""
"tx2-6242-6239-1:tap2","tx2-6242-6239-1:wnd1","6239","false",""
"tx2-6240-6239-1:tap2","tx2-6240-6239-1:wnd1","6239","false",""
"tx2-6236-6235-2:tap2","tx2-6236-6235-2:wnd1","6235","false",""
"tx2-6236-6235-1:tap2","tx2-6236-6235-1:wnd1","6235","false",""
"tx2-6235-6234-1:tap2","tx2-6235-6234-1:wnd1","6234","false",""
"tx2-6230-6229-2:tap2","tx2-6230-6229-2:wnd1","6229","false",""
"tx2-6230-6229-1:tap2","tx2-6230-6229-1:wnd1","6229","false",""
"tx2-6229-6228-1:tap2","tx2-6229-6228-1:wnd1","6228","false",""
"tx2-6223-6222-3:tap2","tx2-6223-6222-3:wnd1","6222","false",""
"tx2-6223-6222-2:tap2","tx2-6223-6222-2:wnd1","6222","false",""
"tx2-6223-6222-1:tap2","tx2-6223-6222-1:wnd1","6222","false",""
"tx2-6212-6211-1:tap2","tx2-6212-6211-1:wnd1","6211","false",""
"tx2-6216-6210-1:tap2","tx2-6216-6210-1:wnd1","6210","false",""
"tx2-6215-6210-1:tap2","tx2-6215-6210-1:wnd1","6210","false",""
"tx2-6214-6210-1:tap2","tx2-6214-6210-1:wnd1","6210","false",""
"tx2-6213-6210-1:tap2","tx2-6213-6210-1:wnd1","6210","false",""
"tx2-6211-6210-1:tap2","tx2-6211-6210-1:wnd1","6210","false",""
"tx2-6199-6198-3:tap2","tx2-6199-6198-3:wnd1","6198","false",""
"tx2-6199-6198-2:tap2","tx2-6199-6198-2:wnd1","6198","false",""
"tx2-6199-6198-1:tap2","tx2-6199-6198-1:wnd1","6198","false",""
"tx2-6198-6197-1:tap2","tx2-6198-6197-1:wnd1","6197","false",""
"tx2-6193-6192-1:tap2","tx2-6193-6192-1:wnd1","6192","false",""
"tx2-6189-6188-1:tap2","tx2-6189-6188-1:wnd1","6188","false",""
"tx2-6178-6177-3:tap2","tx2-6178-6177-3:wnd1","6177","false",""
"tx2-6178-6177-2:tap2","tx2-6178-6177-2:wnd1","6177","false",""
"tx2-6178-6177-1:tap2","tx2-6178-6177-1:wnd1","6177","false",""
"tx2-6173-6172-1:tap2","tx2-6173-6172-1:wnd1","6172","false",""
"tx2-6171-6170-1:tap2","tx2-6171-6170-1:wnd1","6170","false",""
"tx2-6170-6169-1:tap2","tx2-6170-6169-1:wnd1","6169","false",""
"tx2-6163-6162-1:tap2","tx2-6163-6162-1:wnd1","6162","false",""
"tx2-6167-6161-1:tap2","tx2-6167-6161-1:wnd1","6161","false",""
"tx2-6166-6161-1:tap2","tx2-6166-6161-1:wnd1","6161","false",""
"tx2-6165-6161-1:tap2","tx2-6165-6161-1:wnd1","6161","false",""
"tx2-6164-6161-1:tap2","tx2-6164-6161-1:wnd1","6161","false",""
"tx2-6162-6161-1:tap2","tx2-6162-6161-1:wnd1","6161","false",""
"tx2-6153-6152-1:tap2","tx2-6153-6152-1:wnd1","6152","false",""
"tx2-6143-6142-3:tap2","tx2-6143-6142-3:wnd1","6142","false",""
"tx2-6143-6142-2:tap2","tx2-6143-6142-2:wnd1","6142","false",""
"tx2-6143-6142-1:tap2","tx2-6143-6142-1:wnd1","6142","false",""
"tx2-6149-6141-1:tap2","tx2-6149-6141-1:wnd1","6141","false",""
"tx2-6148-6141-1:tap2","tx2-6148-6141-1:wnd1","6141","false",""
"tx2-6147-6141-1:tap2","tx2-6147-6141-1:wnd1","6141","false",""
"tx2-6146-6141-1:tap2","tx2-6146-6141-1:wnd1","6141","false",""
"tx2-6145-6141-1:tap2","tx2-6145-6141-1:wnd1","6141","false",""
"tx2-6144-6141-1:tap2","tx2-6144-6141-1:wnd1","6141","false",""
"tx2-6142-6141-2:tap2","tx2-6142-6141-2:wnd1","6141","false",""
"tx2-6142-6141-1:tap2","tx2-6142-6141-1:wnd1","6141","false",""
"tx2-6120-6119-2:tap2","tx2-6120-6119-2:wnd1","6119","false",""
"tx2-6120-6119-1:tap2","tx2-6120-6119-1:wnd1","6119","false",""
"tx2-6119-6118-1:tap2","tx2-6119-6118-1:wnd1","6118","false",""
"tx2-6109-6108-1:tap2","tx2-6109-6108-1:wnd1","6108","false",""
"tx2-6111-6107-1:tap2","tx2-6111-6107-1:wnd1","6107","false",""
"tx2-6110-6107-1:tap2","tx2-6110-6107-1:wnd1","6107","false",""
"tx2-6108-6107-1:tap2","tx2-6108-6107-1:wnd1","6107","false",""
"tx2-6103-6102-1:tap2","tx2-6103-6102-1:wnd1","6102","false",""
"tx2-6106-6101-1:tap2","tx2-6106-6101-1:wnd1","6101","false",""
"tx2-6105-6101-1:tap2","tx2-6105-6101-1:wnd1","6101","false",""
"tx2-6104-6101-1:tap2","tx2-6104-6101-1:wnd1","6101","false",""
"tx2-6102-6101-1:tap2","tx2-6102-6101-1:wnd1","6101","false",""
"tx2-6090-6084-1:tap2","tx2-6090-6084-1:wnd1","6084","false",""
"tx2-6089-6084-1:tap2","tx2-6089-6084-1:wnd1","6084","false",""
"tx2-6088-6084-1:tap2","tx2-6088-6084-1:wnd1","6084","false",""
"tx2-6087-6084-1:tap2","tx2-6087-6084-1:wnd1","6084","false",""
"tx2-6086-6084-1:tap2","tx2-6086-6084-1:wnd1","6084","false",""
"tx2-6085-6084-1:tap2","tx2-6085-6084-1:wnd1","6084","false",""
"tx2-6083-6081-1:tap2","tx2-6083-6081-1:wnd1","6081","false",""
"tx2-6082-6081-1:tap2","tx2-6082-6081-1:wnd1","6081","false",""
"tx2-6077-6076-1:tap2","tx2-6077-6076-1:wnd1","6076","false",""
"tx2-6080-6075-1:tap2","tx2-6080-6075-1:wnd1","6075","false",""
"tx2-6079-6075-1:tap2","tx2-6079-6075-1:wnd1","6075","false",""
"tx2-6078-6075-1:tap2","tx2-6078-6075-1:wnd1","6075","false",""
"tx2-6076-6075-1:tap2","tx2-6076-6075-1:wnd1","6075","false",""
"tx2-6068-6067-2:tap2","tx2-6068-6067-2:wnd1","6067","false",""
"tx2-6068-6067-1:tap2","tx2-6068-6067-1:wnd1","6067","false",""
"tx2-6074-6066-1:tap2","tx2-6074-6066-1:wnd1","6066","false",""
"tx2-6073-6066-1:tap2","tx2-6073-6066-1:wnd1","6066","false",""
"tx2-6072-6066-1:tap2","tx2-6072-6066-1:wnd1","6066","false",""
"tx2-6071-6066-1:tap2","tx2-6071-6066-1:wnd1","6066","false",""
"tx2-6070-6066-1:tap2","tx2-6070-6066-1:wnd1","6066","false",""
"tx2-6069-6066-1:tap2","tx2-6069-6066-1:wnd1","6066","false",""
"tx2-6067-6066-1:tap2","tx2-6067-6066-1:wnd1","6066","false",""
"tx2-6064-6063-1:tap2","tx2-6064-6063-1:wnd1","6063","false",""
"tx2-6063-6062-1:tap2","tx2-6063-6062-1:wnd1","6062","false",""
"tx2-6058-6057-2:tap2","tx2-6058-6057-2:wnd1","6057","false",""
"tx2-6058-6057-1:tap2","tx2-6058-6057-1:wnd1","6057","false",""
"tx2-6057-6056-1:tap2","tx2-6057-6056-1:wnd1","6056","false",""
"tx2-6047-6046-2:tap2","tx2-6047-6046-2:wnd1","6046","false",""
"tx2-6047-6046-1:tap2","tx2-6047-6046-1:wnd1","6046","false",""
"tx2-6054-6045-1:tap2","tx2-6054-6045-1:wnd1","6045","false",""
"tx2-6053-6045-1:tap2","tx2-6053-6045-1:wnd1","6045","false",""
"tx2-6052-6045-1:tap2","tx2-6052-6045-1:wnd1","6045","false",""
"tx2-6051-6045-1:tap2","tx2-6051-6045-1:wnd1","6045","false",""
"tx2-6050-6045-1:tap2","tx2-6050-6045-1:wnd1","6045","false",""
"tx2-6049-6045-1:tap2","tx2-6049-6045-1:wnd1","6045","false",""
"tx2-6048-6045-1:tap2","tx2-6048-6045-1:wnd1","6045","false",""
"tx2-6046-6045-1:tap2","tx2-6046-6045-1:wnd1","6045","false",""
"tx2-6040-6039-2:tap2","tx2-6040-6039-2:wnd1","6039","false",""
"tx2-6040-6039-1:tap2","tx2-6040-6039-1:wnd1","6039","false",""
"tx2-6042-6038-1:tap2","tx2-6042-6038-1:wnd1","6038","false",""
"tx2-6041-6038-1:tap2","tx2-6041-6038-1:wnd1","6038","false",""
"tx2-6039-6038-1:tap2","tx2-6039-6038-1:wnd1","6038","false",""
"tx2-6037-6036-3:tap2","tx2-6037-6036-3:wnd1","6036","false",""
"tx2-6037-6036-2:tap2","tx2-6037-6036-2:wnd1","6036","false",""
"tx2-6037-6036-1:tap2","tx2-6037-6036-1:wnd1","6036","false",""
"tx2-6035-6034-2:tap2","tx2-6035-6034-2:wnd1","6034","false",""
"tx2-6035-6034-1:tap2","tx2-6035-6034-1:wnd1","6034","false",""
"tx2-6034-6033-1:tap2","tx2-6034-6033-1:wnd1","6033","false",""
"tx2-6031-6030-1:tap2","tx2-6031-6030-1:wnd1","6030","false",""
"tx2-6023-6022-1:tap2","tx2-6023-6022-1:wnd1","6022","false",""
"tx2-6022-6021-1:tap2","tx2-6022-6021-1:wnd1","6021","false",""
"tx2-6005-6004-2:tap2","tx2-6005-6004-2:wnd1","6004","false",""
"tx2-6005-6004-1:tap2","tx2-6005-6004-1:wnd1","6004","false",""
"tx2-6010-6003-1:tap2","tx2-6010-6003-1:wnd1","6003","false",""
"tx2-6009-6003-1:tap2","tx2-6009-6003-1:wnd1","6003","false",""
"tx2-6008-6003-1:tap2","tx2-6008-6003-1:wnd1","6003","false",""
"tx2-6007-6003-1:tap2","tx2-6007-6003-1:wnd1","6003","false",""
"tx2-6006-6003-1:tap2","tx2-6006-6003-1:wnd1","6003","false",""
"tx2-6004-6003-1:tap2","tx2-6004-6003-1:wnd1","6003","false",""
"tx2-5480-5479-1:tap2","tx2-5480-5479-1:wnd1","5479","false",""
"tx2-5465-5464-1:tap2","tx2-5465-5464-1:wnd1","5464","false",""
"tx2-5459-5458-1:tap2","tx2-5459-5458-1:wnd1","5458","false",""
"tx2-5452-5451-1:tap2","tx2-5452-5451-1:wnd1","5451","false",""
"tx2-5449-5448-1:tap2","tx2-5449-5448-1:wnd1","5448","false",""
"tx2-5445-5444-1:tap2","tx2-5445-5444-1:wnd1","5444","false",""
"tx2-5424-5422-1:tap2","tx2-5424-5422-1:wnd1","5422","false",""
"tx2-5423-5422-1:tap2","tx2-5423-5422-1:wnd1","5422","false",""
"tx2-5419-5413-1:tap2","tx2-5419-5413-1:wnd1","5413","false",""
"tx2-5418-5413-1:tap2","tx2-5418-5413-1:wnd1","5413","false",""
"tx2-5417-5413-1:tap2","tx2-5417-5413-1:wnd1","5413","false",""
"tx2-5416-5413-1:tap2","tx2-5416-5413-1:wnd1","5413","false",""
"tx2-5415-5413-1:tap2","tx2-5415-5413-1:wnd1","5413","false",""
"tx2-5414-5413-1:tap2","tx2-5414-5413-1:wnd1","5413","false",""
"tx2-5411-5410-1:tap2","tx2-5411-5410-1:wnd1","5410","false",""
"tx2-5406-5401-1:tap2","tx2-5406-5401-1:wnd1","5401","false",""
"tx2-5405-5401-1:tap2","tx2-5405-5401-1:wnd1","5401","false",""
"tx2-5404-5401-1:tap2","tx2-5404-5401-1:wnd1","5401","false",""
"tx2-5403-5401-1:tap2","tx2-5403-5401-1:wnd1","5401","false",""
"tx2-5402-5401-1:tap2","tx2-5402-5401-1:wnd1","5401","false",""
"tx2-5397-5396-1:tap2","tx2-5397-5396-1:wnd1","5396","false",""
"tx2-5396-5395-1:tap2","tx2-5396-5395-1:wnd1","5395","false",""
"tx2-5399-5394-1:tap2","tx2-5399-5394-1:wnd1","5394","false",""
"tx2-5395-5394-1:tap2","tx2-5395-5394-1:wnd1","5394","false",""
"tx2-5391-5390-1:tap2","tx2-5391-5390-1:wnd1","5390","false",""
"tx2-5389-5388-1:tap2","tx2-5389-5388-1:wnd1","5388","false",""
"tx2-5385-5384-2:tap2","tx2-5385-5384-2:wnd1","5384","false",""
"tx2-5385-5384-1:tap2","tx2-5385-5384-1:wnd1","5384","false",""
"tx2-5383-5380-1:tap2","tx2-5383-5380-1:wnd1","5380","false",""
"tx2-5382-5380-1:tap2","tx2-5382-5380-1:wnd1","5380","false",""
"tx2-5381-5380-1:tap2","tx2-5381-5380-1:wnd1","5380","false",""
"tx2-5369-5361-1:tap2","tx2-5369-5361-1:wnd1","5361","false",""
"tx2-5368-5361-1:tap2","tx2-5368-5361-1:wnd1","5361","false",""
"tx2-5367-5361-1:tap2","tx2-5367-5361-1:wnd1","5361","false",""
"tx2-5366-5361-1:tap2","tx2-5366-5361-1:wnd1","5361","false",""
"tx2-5365-5361-1:tap2","tx2-5365-5361-1:wnd1","5361","false",""
"tx2-5364-5361-1:tap2","tx2-5364-5361-1:wnd1","5361","false",""
"tx2-5363-5361-1:tap2","tx2-5363-5361-1:wnd1","5361","false",""
"tx2-5362-5361-1:tap2","tx2-5362-5361-1:wnd1","5361","false",""
"tx2-5360-5358-1:tap2","tx2-5360-5358-1:wnd1","5358","false",""
"tx2-5359-5358-1:tap2","tx2-5359-5358-1:wnd1","5358","false",""
"tx2-5351-5350-2:tap2","tx2-5351-5350-2:wnd1","5350","false",""
"tx2-5351-5350-1:tap2","tx2-5351-5350-1:wnd1","5350","false",""
"tx2-5343-5341-1:tap2","tx2-5343-5341-1:wnd1","5341","false",""
"tx2-5342-5341-1:tap2","tx2-5342-5341-1:wnd1","5341","false",""
"tx2-5326-5322-1:tap2","tx2-5326-5322-1:wnd1","5322","false",""
"tx2-5325-5322-1:tap2","tx2-5325-5322-1:wnd1","5322","false",""
"tx2-5324-5322-1:tap2","tx2-5324-5322-1:wnd1","5322","false",""
"tx2-5323-5322-2:tap2","tx2-5323-5322-2:wnd1","5322","false",""
"tx2-5323-5322-1:tap2","tx2-5323-5322-1:wnd1","5322","false",""
"tx2-5321-5317-1:tap2","tx2-5321-5317-1:wnd1","5317","false",""
"tx2-5320-5317-1:tap2","tx2-5320-5317-1:wnd1","5317","false",""
"tx2-5319-5317-1:tap2","tx2-5319-5317-1:wnd1","5317","false",""
"tx2-5318-5317-1:tap2","tx2-5318-5317-1:wnd1","5317","false",""
"tx2-5305-5304-1:tap2","tx2-5305-5304-1:wnd1","5304","false",""
"tx2-5303-5295-1:tap2","tx2-5303-5295-1:wnd1","5295","false",""
"tx2-5302-5295-1:tap2","tx2-5302-5295-1:wnd1","5295","false",""
"tx2-5301-5295-1:tap2","tx2-5301-5295-1:wnd1","5295","false",""
"tx2-5300-5295-1:tap2","tx2-5300-5295-1:wnd1","5295","false",""
"tx2-5299-5295-1:tap2","tx2-5299-5295-1:wnd1","5295","false",""
"tx2-5298-5295-1:tap2","tx2-5298-5295-1:wnd1","5295","false",""
"tx2-5297-5295-1:tap2","tx2-5297-5295-1:wnd1","5295","false",""
"tx2-5296-5295-1:tap2","tx2-5296-5295-1:wnd1","5295","false",""
"tx2-5283-5279-1:tap2","tx2-5283-5279-1:wnd1","5279","false",""
"tx2-5282-5279-1:tap2","tx2-5282-5279-1:wnd1","5279","false",""
"tx2-5281-5279-1:tap2","tx2-5281-5279-1:wnd1","5279","false",""
"tx2-5280-5279-1:tap2","tx2-5280-5279-1:wnd1","5279","false",""
"tx2-5263-5260-1:tap2","tx2-5263-5260-1:wnd1","5260","false",""
"tx2-5262-5260-1:tap2","tx2-5262-5260-1:wnd1","5260","false",""
"tx2-5261-5260-1:tap2","tx2-5261-5260-1:wnd1","5260","false",""
"tx2-5241-5240-1:tap2","tx2-5241-5240-1:wnd1","5240","false",""
"tx2-5243-5239-1:tap2","tx2-5243-5239-1:wnd1","5239","false",""
"tx2-5240-5239-1:tap2","tx2-5240-5239-1:wnd1","5239","false",""
"tx2-5238-5236-1:tap2","tx2-5238-5236-1:wnd1","5236","false",""
"tx2-5237-5236-1:tap2","tx2-5237-5236-1:wnd1","5236","false",""
"tx2-5208-5204-1:tap2","tx2-5208-5204-1:wnd1","5204","false",""
"tx2-5207-5204-1:tap2","tx2-5207-5204-1:wnd1","5204","false",""
"tx2-5206-5204-1:tap2","tx2-5206-5204-1:wnd1","5204","false",""
"tx2-5205-5204-1:tap2","tx2-5205-5204-1:wnd1","5204","false",""
"tx2-5198-5196-1:tap2","tx2-5198-5196-1:wnd1","5196","false",""
"tx2-5197-5196-1:tap2","tx2-5197-5196-1:wnd1","5196","false",""
"tx2-5193-5192-1:tap2","tx2-5193-5192-1:wnd1","5192","false",""
"tx2-5180-5179-1:tap2","tx2-5180-5179-1:wnd1","5179","false",""
"tx2-5170-5169-1:tap2","tx2-5170-5169-1:wnd1","5169","false",""
"tx2-5167-5164-1:tap2","tx2-5167-5164-1:wnd1","5164","false",""
"tx2-5166-5164-1:tap2","tx2-5166-5164-1:wnd1","5164","false",""
"tx2-5165-5164-1:tap2","tx2-5165-5164-1:wnd1","5164","false",""
"tx2-5138-5137-1:tap2","tx2-5138-5137-1:wnd1","5137","false",""
"tx2-5132-5131-1:tap2","tx2-5132-5131-1:wnd1","5131","false",""
"tx2-5124-5123-1:tap2","tx2-5124-5123-1:wnd1","5123","false",""
"tx2-5121-5120-1:tap2","tx2-5121-5120-1:wnd1","5120","false",""
"tx2-5107-5105-1:tap2","tx2-5107-5105-1:wnd1","5105","false",""
"tx2-5106-5105-1:tap2","tx2-5106-5105-1:wnd1","5105","false",""
"tx2-5103-5102-2:tap2","tx2-5103-5102-2:wnd1","5102","false",""
"tx2-5103-5102-1:tap2","tx2-5103-5102-1:wnd1","5102","false",""
"tx2-5089-5088-1:tap2","tx2-5089-5088-1:wnd1","5088","false",""
"tx2-5084-5083-1:tap2","tx2-5084-5083-1:wnd1","5083","false",""
"tx2-5077-5076-1:tap2","tx2-5077-5076-1:wnd1","5076","false",""
"tx2-5069-5063-1:tap2","tx2-5069-5063-1:wnd1","5063","false",""
"tx2-5068-5063-1:tap2","tx2-5068-5063-1:wnd1","5063","false",""
"tx2-5067-5063-1:tap2","tx2-5067-5063-1:wnd1","5063","false",""
"tx2-5066-5063-1:tap2","tx2-5066-5063-1:wnd1","5063","false",""
"tx2-5065-5063-1:tap2","tx2-5065-5063-1:wnd1","5063","false",""
"tx2-5064-5063-2:tap2","tx2-5064-5063-2:wnd1","5063","false",""
"tx2-5064-5063-1:tap2","tx2-5064-5063-1:wnd1","5063","false",""
"tx2-5060-5059-1:tap2","tx2-5060-5059-1:wnd1","5059","false",""
"tx2-5058-5055-1:tap2","tx2-5058-5055-1:wnd1","5055","false",""
"tx2-5057-5055-1:tap2","tx2-5057-5055-1:wnd1","5055","false",""
"tx2-5056-5055-1:tap2","tx2-5056-5055-1:wnd1","5055","false",""
"tx2-5052-5049-1:tap2","tx2-5052-5049-1:wnd1","5049","false",""
"tx2-5051-5049-1:tap2","tx2-5051-5049-1:wnd1","5049","false",""
"tx2-5050-5049-1:tap2","tx2-5050-5049-1:wnd1","5049","false",""
"tx2-5048-5047-1:tap2","tx2-5048-5047-1:wnd1","5047","false",""
"tx2-5046-5045-1:tap2","tx2-5046-5045-1:wnd1","5045","false",""
"tx2-5042-5033-1:tap2","tx2-5042-5033-1:wnd1","5033","false",""
"tx2-5041-5033-1:tap2","tx2-5041-5033-1:wnd1","5033","false",""
"tx2-5040-5033-1:tap2","tx2-5040-5033-1:wnd1","5033","false",""
"tx2-5039-5033-1:tap2","tx2-5039-5033-1:wnd1","5033","false",""
"tx2-5038-5033-1:tap2","tx2-5038-5033-1:wnd1","5033","false",""
"tx2-5037-5033-1:tap2","tx2-5037-5033-1:wnd1","5033","false",""
"tx2-5036-5033-1:tap2","tx2-5036-5033-1:wnd1","5033","false",""
"tx2-5035-5033-1:tap2","tx2-5035-5033-1:wnd1","5033","false",""
"tx2-5034-5033-1:tap2","tx2-5034-5033-1:wnd1","5033","false",""
"tx2-5023-5021-1:tap2","tx2-5023-5021-1:wnd1","5021","false",""
"tx2-5022-5021-2:tap2","tx2-5022-5021-2:wnd1","5021","false",""
"tx2-5022-5021-1:tap2","tx2-5022-5021-1:wnd1","5021","false",""
"tx2-5020-5018-1:tap2","tx2-5020-5018-1:wnd1","5018","false",""
"tx2-5019-5018-1:tap2","tx2-5019-5018-1:wnd1","5018","false",""
"tx2-5016-5015-2:tap2","tx2-5016-5015-2:wnd1","5015","false",""
"tx2-5016-5015-1:tap2","tx2-5016-5015-1:wnd1","5015","false",""
"tx2-4197-4196-1:tap2","tx2-4197-4196-1:wnd1","4196","false",""
"tx2-4196-4195-1:tap2","tx2-4196-4195-1:wnd1","4195","false",""
"tx2-4193-4192-3:tap2","tx2-4193-4192-3:wnd1","4192","false",""
"tx2-4193-4192-2:tap2","tx2-4193-4192-2:wnd1","4192","false",""
"tx2-4193-4192-1:tap2","tx2-4193-4192-1:wnd1","4192","false",""
"tx2-4184-4183-1:tap2","tx2-4184-4183-1:wnd1","4183","false",""
"tx2-4182-4181-1:tap2","tx2-4182-4181-1:wnd1","4181","false",""
"tx2-4177-4176-2:tap2","tx2-4177-4176-2:wnd1","4176","false",""
"tx2-4177-4176-1:tap2","tx2-4177-4176-1:wnd1","4176","false",""
"tx2-4166-4165-2:tap2","tx2-4166-4165-2:wnd1","4165","false",""
"tx2-4166-4165-1:tap2","tx2-4166-4165-1:wnd1","4165","false",""
"tx2-4163-4158-1:tap2","tx2-4163-4158-1:wnd1","4158","false",""
"tx2-4162-4158-1:tap2","tx2-4162-4158-1:wnd1","4158","false",""
"tx2-4161-4158-1:tap2","tx2-4161-4158-1:wnd1","4158","false",""
"tx2-4160-4158-1:tap2","tx2-4160-4158-1:wnd1","4158","false",""
"tx2-4159-4158-2:tap2","tx2-4159-4158-2:wnd1","4158","false",""
"tx2-4159-4158-1:tap2","tx2-4159-4158-1:wnd1","4158","false",""
"tx2-4153-4151-1:tap2","tx2-4153-4151-1:wnd1","4151","false",""
"tx2-4152-4151-2:tap2","tx2-4152-4151-2:wnd1","4151","false",""
"tx2-4152-4151-1:tap2","tx2-4152-4151-1:wnd1","4151","false",""
"tx2-4147-4146-1:tap2","tx2-4147-4146-1:wnd1","4146","false",""
"tx2-4142-4140-1:tap2","tx2-4142-4140-1:wnd1","4140","false",""
"tx2-4141-4140-1:tap2","tx2-4141-4140-1:wnd1","4140","false",""
"tx2-4138-4131-1:tap2","tx2-4138-4131-1:wnd1","4131","false",""
"tx2-4137-4131-1:tap2","tx2-4137-4131-1:wnd1","4131","false",""
"tx2-4136-4131-1:tap2","tx2-4136-4131-1:wnd1","4131","false",""
"tx2-4135-4131-1:tap2","tx2-4135-4131-1:wnd1","4131","false",""
"tx2-4134-4131-1:tap2","tx2-4134-4131-1:wnd1","4131","false",""
"tx2-4133-4131-1:tap2","tx2-4133-4131-1:wnd1","4131","false",""
"tx2-4132-4131-2:tap2","tx2-4132-4131-2:wnd1","4131","false",""
"tx2-4132-4131-1:tap2","tx2-4132-4131-1:wnd1","4131","false",""
"tx2-4116-4113-1:tap2","tx2-4116-4113-1:wnd1","4113","false",""
"tx2-4115-4113-1:tap2","tx2-4115-4113-1:wnd1","4113","false",""
"tx2-4114-4113-1:tap2","tx2-4114-4113-1:wnd1","4113","false",""
"tx2-4105-4104-2:tap2","tx2-4105-4104-2:wnd1","4104","false",""
"tx2-4105-4104-1:tap2","tx2-4105-4104-1:wnd1","4104","false",""
"tx2-4098-4089-1:tap2","tx2-4098-4089-1:wnd1","4089","false",""
"tx2-4097-4089-1:tap2","tx2-4097-4089-1:wnd1","4089","false",""
"tx2-4096-4089-1:tap2","tx2-4096-4089-1:wnd1","4089","false",""
"tx2-4095-4089-1:tap2","tx2-4095-4089-1:wnd1","4089","false",""
"tx2-4094-4089-1:tap2","tx2-4094-4089-1:wnd1","4089","false",""
"tx2-4093-4089-1:tap2","tx2-4093-4089-1:wnd1","4089","false",""
"tx2-4092-4089-1:tap2","tx2-4092-4089-1:wnd1","4089","false",""
"tx2-4091-4089-1:tap2","tx2-4091-4089-1:wnd1","4089","false",""
"tx2-4090-4089-1:tap2","tx2-4090-4089-1:wnd1","4089","false",""
"tx2-4085-4080-1:tap2","tx2-4085-4080-1:wnd1","4080","false",""
"tx2-4084-4080-1:tap2","tx2-4084-4080-1:wnd1","4080","false",""
"tx2-4083-4080-1:tap2","tx2-4083-4080-1:wnd1","4080","false",""
"tx2-4082-4080-1:tap2","tx2-4082-4080-1:wnd1","4080","false",""
"tx2-4081-4080-2:tap2","tx2-4081-4080-2:wnd1","4080","false",""
"tx2-4081-4080-1:tap2","tx2-4081-4080-1:wnd1","4080","false",""
"tx2-4077-4073-1:tap2","tx2-4077-4073-1:wnd1","4073","false",""
"tx2-4076-4073-1:tap2","tx2-4076-4073-1:wnd1","4073","false",""
"tx2-4075-4073-1:tap2","tx2-4075-4073-1:wnd1","4073","false",""
"tx2-4074-4073-2:tap2","tx2-4074-4073-2:wnd1","4073","false",""
"tx2-4074-4073-1:tap2","tx2-4074-4073-1:wnd1","4073","false",""
"tx2-4071-4070-2:tap2","tx2-4071-4070-2:wnd1","4070","false",""
"tx2-4071-4070-1:tap2","tx2-4071-4070-1:wnd1","4070","false",""
"tx2-4065-4064-1:tap2","tx2-4065-4064-1:wnd1","4064","false",""
"tx2-4063-4056-1:tap2","tx2-4063-4056-1:wnd1","4056","false",""
