"ID","Name","Transformer","Node1","Node2","R","X","Gmag","Bmag","PhaseShift","NormalOperatingLimit","ShortTermLimit","EmergencyLimit"
"tx2-7281-7278-1:wnd1","MONT BELVI~4-MONT BELVI~1","tx2-7281-7278-1","7281","7278",0.00169,0.12869,0.0,0.0,0.0,91.0,0.0,0.0
"tx2-7280-7278-1:wnd1","MONT BELVI~3-MONT BELVI~1","tx2-7280-7278-1","7280","7278",0.00175,0.10484,0.0,0.0,0.0,87.0,0.0,0.0
"tx2-7279-7278-1:wnd1","MONT BELVI~2-MONT BELVI~1","tx2-7279-7278-1","7279","7278",0.00131,0.07995,0.0,0.0,0.0,172.0,0.0,0.0
"tx2-7275-7274-1:wnd1","VICTORIA 3 1-VICTORIA 3 0","tx2-7275-7274-1","7275","7274",0.00248,0.12538,0.0,0.0,0.0,143.0,0.0,0.0
"tx2-7265-7264-2:wnd1","PASADENA 3 2-PASADENA 3 1","tx2-7265-7264-2","7265","7264",5.3E-4,0.0323,0.0,0.0,0.0,461.0,0.0,0.0
"tx2-7265-7264-1:wnd1","PASADENA 3 2-PASADENA 3 1","tx2-7265-7264-1","7265","7264",5.3E-4,0.0323,0.0,0.0,0.0,461.0,0.0,0.0
"tx2-7270-7263-1:wnd1","PASADENA 3 7-PASADENA 3 0","tx2-7270-7263-1","7270","7263",1.9E-4,0.01203,0.0,0.0,0.0,701.0,0.0,0.0
"tx2-7269-7263-1:wnd1","PASADENA 3 6-PASADENA 3 0","tx2-7269-7263-1","7269","7263",3.8E-4,0.04031,0.0,0.0,0.0,440.0,0.0,0.0
"tx2-7268-7263-1:wnd1","PASADENA 3 5-PASADENA 3 0","tx2-7268-7263-1","7268","7263",2.0E-4,0.01399,0.0,0.0,0.0,438.0,0.0,0.0
"tx2-7267-7263-1:wnd1","PASADENA 3 4-PASADENA 3 0","tx2-7267-7263-1","7267","7263",6.9E-4,0.04478,0.0,0.0,0.0,443.0,0.0,0.0
"tx2-7266-7263-1:wnd1","PASADENA 3 3-PASADENA 3 0","tx2-7266-7263-1","7266","7263",1.3E-4,0.00771,0.0,0.0,0.0,983.0,0.0,0.0
"tx2-7264-7263-2:wnd1","PASADENA 3 1-PASADENA 3 0","tx2-7264-7263-2","7264","7263",1.3E-4,0.00819,0.0,0.0,0.0,1362.0,0.0,0.0
"tx2-7264-7263-1:wnd1","PASADENA 3 1-PASADENA 3 0","tx2-7264-7263-1","7264","7263",1.3E-4,0.00819,0.0,0.0,0.0,1362.0,0.0,0.0
"tx2-7262-7261-1:wnd1","BAY CITY 1-BAY CITY 0","tx2-7262-7261-1","7262","7261",5.9E-4,0.02478,0.0,0.0,0.0,305.0,0.0,0.0
"tx2-7253-7252-1:wnd1","ANGLETON 1-ANGLETON 0","tx2-7253-7252-1","7253","7252",9.0E-4,0.03239,0.0,0.0,0.0,198.0,0.0,0.0
"tx2-7229-7228-3:wnd1","HOUSTON 90 2-HOUSTON 90 1","tx2-7229-7228-3","7229","7228",4.3E-4,0.01801,0.0,0.0,0.0,467.0,0.0,0.0
"tx2-7229-7228-2:wnd1","HOUSTON 90 2-HOUSTON 90 1","tx2-7229-7228-2","7229","7228",4.3E-4,0.01801,0.0,0.0,0.0,467.0,0.0,0.0
"tx2-7229-7228-1:wnd1","HOUSTON 90 2-HOUSTON 90 1","tx2-7229-7228-1","7229","7228",4.3E-4,0.01801,0.0,0.0,0.0,467.0,0.0,0.0
"tx2-7228-7227-1:wnd1","HOUSTON 90 1-HOUSTON 90 0","tx2-7228-7227-1","7228","7227",1.6E-4,0.01098,0.0,0.0,0.0,1259.0,0.0,0.0
"tx2-7206-7205-1:wnd1","BAYTOWN 1 2-BAYTOWN 1 1","tx2-7206-7205-1","7206","7205",0.00229,0.09203,0.0,0.0,0.0,181.0,0.0,0.0
"tx2-7212-7204-1:wnd1","BAYTOWN 1 8-BAYTOWN 1 0","tx2-7212-7204-1","7212","7204",3.9E-4,0.02557,0.0,0.0,0.0,669.0,0.0,0.0
"tx2-7211-7204-1:wnd1","BAYTOWN 1 7-BAYTOWN 1 0","tx2-7211-7204-1","7211","7204",2.5E-4,0.01573,0.0,0.0,0.0,656.0,0.0,0.0
"tx2-7210-7204-1:wnd1","BAYTOWN 1 6-BAYTOWN 1 0","tx2-7210-7204-1","7210","7204",4.7E-4,0.02188,0.0,0.0,0.0,664.0,0.0,0.0
"tx2-7209-7204-1:wnd1","BAYTOWN 1 5-BAYTOWN 1 0","tx2-7209-7204-1","7209","7204",7.0E-5,0.00639,0.0,0.0,0.0,1260.0,0.0,0.0
"tx2-7208-7204-1:wnd1","BAYTOWN 1 4-BAYTOWN 1 0","tx2-7208-7204-1","7208","7204",1.3E-4,0.00923,0.0,0.0,0.0,1265.0,0.0,0.0
"tx2-7207-7204-1:wnd1","BAYTOWN 1 3-BAYTOWN 1 0","tx2-7207-7204-1","7207","7204",3.9E-4,0.02463,0.0,0.0,0.0,243.0,0.0,0.0
"tx2-7205-7204-1:wnd1","BAYTOWN 1 1-BAYTOWN 1 0","tx2-7205-7204-1","7205","7204",1.4E-4,0.01015,0.0,0.0,0.0,1324.0,0.0,0.0
"tx2-7201-7200-3:wnd1","CYPRESS 1 2-CYPRESS 1 1","tx2-7201-7200-3","7201","7200",6.0E-4,0.03834,0.0,0.0,0.0,213.6,0.0,0.0
"tx2-7201-7200-2:wnd1","CYPRESS 1 2-CYPRESS 1 1","tx2-7201-7200-2","7201","7200",6.0E-4,0.03834,0.0,0.0,0.0,213.6,0.0,0.0
"tx2-7201-7200-1:wnd1","CYPRESS 1 2-CYPRESS 1 1","tx2-7201-7200-1","7201","7200",6.0E-4,0.03834,0.0,0.0,0.0,213.6,0.0,0.0
"tx2-7200-7199-1:wnd1","CYPRESS 1 1-CYPRESS 1 0","tx2-7200-7199-1","7200","7199",2.0E-4,0.01412,0.0,0.0,0.0,1344.0,0.0,0.0
"tx2-7188-7187-4:wnd1","HOUSTON 4 2-HOUSTON 4 1","tx2-7188-7187-4","7188","7187",2.7E-4,0.01839,0.0,0.0,0.0,600.0,0.0,0.0
"tx2-7188-7187-3:wnd1","HOUSTON 4 2-HOUSTON 4 1","tx2-7188-7187-3","7188","7187",2.7E-4,0.01839,0.0,0.0,0.0,600.0,0.0,0.0
"tx2-7188-7187-2:wnd1","HOUSTON 4 2-HOUSTON 4 1","tx2-7188-7187-2","7188","7187",2.5E-4,0.01839,0.0,0.0,0.0,600.0,0.0,0.0
"tx2-7188-7187-1:wnd1","HOUSTON 4 2-HOUSTON 4 1","tx2-7188-7187-1","7188","7187",2.5E-4,0.01839,0.0,0.0,0.0,600.0,0.0,0.0
"tx2-7197-7186-1:wnd1","HOUSTON 4 11-HOUSTON 4 0","tx2-7197-7186-1","7197","7186",8.0E-5,0.00604,0.0,0.0,0.0,867.0,0.0,0.0
"tx2-7196-7186-1:wnd1","HOUSTON 4 10-HOUSTON 4 0","tx2-7196-7186-1","7196","7186",1.3E-4,0.0094,0.0,0.0,0.0,866.0,0.0,0.0
"tx2-7195-7186-1:wnd1","HOUSTON 4 9-HOUSTON 4 0","tx2-7195-7186-1","7195","7186",2.9E-4,0.01748,0.0,0.0,0.0,863.0,0.0,0.0
"tx2-7194-7186-1:wnd1","HOUSTON 4 8-HOUSTON 4 0","tx2-7194-7186-1","7194","7186",2.0E-4,0.01508,0.0,0.0,0.0,861.0,0.0,0.0
"tx2-7193-7186-1:wnd1","HOUSTON 4 7-HOUSTON 4 0","tx2-7193-7186-1","7193","7186",4.6E-4,0.02713,0.0,0.0,0.0,256.0,0.0,0.0
"tx2-7192-7186-1:wnd1","HOUSTON 4 6-HOUSTON 4 0","tx2-7192-7186-1","7192","7186",5.0E-4,0.03659,0.0,0.0,0.0,312.0,0.0,0.0
"tx2-7191-7186-1:wnd1","HOUSTON 4 5-HOUSTON 4 0","tx2-7191-7186-1","7191","7186",5.3E-4,0.03094,0.0,0.0,0.0,258.0,0.0,0.0
"tx2-7190-7186-1:wnd1","HOUSTON 4 4-HOUSTON 4 0","tx2-7190-7186-1","7190","7186",4.6E-4,0.05343,0.0,0.0,0.0,337.0,0.0,0.0
"tx2-7189-7186-1:wnd1","HOUSTON 4 3-HOUSTON 4 0","tx2-7189-7186-1","7189","7186",6.2E-4,0.04222,0.0,0.0,0.0,264.0,0.0,0.0
"tx2-7187-7186-2:wnd1","HOUSTON 4 1-HOUSTON 4 0","tx2-7187-7186-2","7187","7186",1.4E-4,0.00907,0.0,0.0,0.0,1600.0,0.0,0.0
"tx2-7187-7186-1:wnd1","HOUSTON 4 1-HOUSTON 4 0","tx2-7187-7186-1","7187","7186",1.4E-4,0.00907,0.0,0.0,0.0,1600.0,0.0,0.0
"tx2-7185-7184-3:wnd1","MISSOURI C~3-MISSOURI C~2","tx2-7185-7184-3","7185","7184",7.4E-4,0.0321,0.0,0.0,0.0,200.0,0.0,0.0
"tx2-7185-7184-2:wnd1","MISSOURI C~3-MISSOURI C~2","tx2-7185-7184-2","7185","7184",7.4E-4,0.0321,0.0,0.0,0.0,200.0,0.0,0.0
"tx2-7185-7184-1:wnd1","MISSOURI C~3-MISSOURI C~2","tx2-7185-7184-1","7185","7184",7.4E-4,0.0321,0.0,0.0,0.0,200.0,0.0,0.0
"tx2-7177-7176-3:wnd1","SPRING 7 2-SPRING 7 1","tx2-7177-7176-3","7177","7176",0.00105,0.0449,0.0,0.0,0.0,439.0,0.0,0.0
"tx2-7177-7176-2:wnd1","SPRING 7 2-SPRING 7 1","tx2-7177-7176-2","7177","7176",0.00105,0.0449,0.0,0.0,0.0,439.0,0.0,0.0
"tx2-7177-7176-1:wnd1","SPRING 7 2-SPRING 7 1","tx2-7177-7176-1","7177","7176",0.00105,0.0449,0.0,0.0,0.0,439.0,0.0,0.0
"tx2-7176-7175-2:wnd1","SPRING 7 1-SPRING 7 0","tx2-7176-7175-2","7176","7175",1.9E-4,0.01242,0.0,0.0,0.0,1292.0,0.0,0.0
"tx2-7176-7175-1:wnd1","SPRING 7 1-SPRING 7 0","tx2-7176-7175-1","7176","7175",1.9E-4,0.01242,0.0,0.0,0.0,1292.0,0.0,0.0
"tx2-7172-7171-1:wnd1","TEXAS CITY~2-TEXAS CITY~1","tx2-7172-7171-1","7172","7171",2.7E-4,0.01742,0.0,0.0,0.0,352.0,0.0,0.0
"tx2-7161-7160-3:wnd1","HOUSTON 5 2-HOUSTON 5 1","tx2-7161-7160-3","7161","7160",3.7E-4,0.02002,0.0,0.0,0.0,418.0,0.0,0.0
"tx2-7161-7160-2:wnd1","HOUSTON 5 2-HOUSTON 5 1","tx2-7161-7160-2","7161","7160",3.7E-4,0.02002,0.0,0.0,0.0,418.0,0.0,0.0
"tx2-7161-7160-1:wnd1","HOUSTON 5 2-HOUSTON 5 1","tx2-7161-7160-1","7161","7160",3.7E-4,0.02002,0.0,0.0,0.0,418.0,0.0,0.0
"tx2-7170-7159-1:wnd1","HOUSTON 5 11-HOUSTON 5 0","tx2-7170-7159-1","7170","7159",1.6E-4,0.01242,0.0,0.0,0.0,1042.0,0.0,0.0
"tx2-7169-7159-1:wnd1","HOUSTON 5 10-HOUSTON 5 0","tx2-7169-7159-1","7169","7159",1.6E-4,0.01916,0.0,0.0,0.0,416.0,0.0,0.0
"tx2-7168-7159-1:wnd1","HOUSTON 5 9-HOUSTON 5 0","tx2-7168-7159-1","7168","7159",2.5E-4,0.02347,0.0,0.0,0.0,418.0,0.0,0.0
"tx2-7167-7159-1:wnd1","HOUSTON 5 8-HOUSTON 5 0","tx2-7167-7159-1","7167","7159",5.0E-4,0.03535,0.0,0.0,0.0,500.0,0.0,0.0
"tx2-7166-7159-1:wnd1","HOUSTON 5 7-HOUSTON 5 0","tx2-7166-7159-1","7166","7159",4.3E-4,0.0291,0.0,0.0,0.0,507.0,0.0,0.0
"tx2-7165-7159-1:wnd1","HOUSTON 5 6-HOUSTON 5 0","tx2-7165-7159-1","7165","7159",1.7E-4,0.01624,0.0,0.0,0.0,512.0,0.0,0.0
"tx2-7164-7159-1:wnd1","HOUSTON 5 5-HOUSTON 5 0","tx2-7164-7159-1","7164","7159",1.7E-4,0.01804,0.0,0.0,0.0,498.0,0.0,0.0
"tx2-7163-7159-1:wnd1","HOUSTON 5 4-HOUSTON 5 0","tx2-7163-7159-1","7163","7159",3.4E-4,0.02489,0.0,0.0,0.0,498.0,0.0,0.0
"tx2-7162-7159-1:wnd1","HOUSTON 5 3-HOUSTON 5 0","tx2-7162-7159-1","7162","7159",2.2E-4,0.01603,0.0,0.0,0.0,491.0,0.0,0.0
"tx2-7160-7159-1:wnd1","HOUSTON 5 1-HOUSTON 5 0","tx2-7160-7159-1","7160","7159",1.0E-4,0.00504,0.0,0.0,0.0,1310.0,0.0,0.0
"tx2-7157-7156-3:wnd1","SPRING 2 1-SPRING 2 0","tx2-7157-7156-3","7157","7156",3.6E-4,0.02246,0.0,0.0,0.0,424.0,0.0,0.0
"tx2-7157-7156-2:wnd1","SPRING 2 1-SPRING 2 0","tx2-7157-7156-2","7157","7156",3.6E-4,0.02246,0.0,0.0,0.0,424.0,0.0,0.0
"tx2-7157-7156-1:wnd1","SPRING 2 1-SPRING 2 0","tx2-7157-7156-1","7157","7156",3.6E-4,0.02246,0.0,0.0,0.0,424.0,0.0,0.0
"tx2-7151-7150-1:wnd1","WILLIS 2 1-WILLIS 2 0","tx2-7151-7150-1","7151","7150",0.00105,0.04281,0.0,0.0,0.0,151.8,0.0,0.0
"tx2-7146-7145-1:wnd1","HOUSTON 2 1-HOUSTON 2 0","tx2-7146-7145-1","7146","7145",0.00456,0.21285,0.0,0.0,0.0,25.0,0.0,0.0
"tx2-7132-7131-2:wnd1","LAPORTE 2-LAPORTE 1","tx2-7132-7131-2","7132","7131",0.00109,0.03352,0.0,0.0,0.0,446.0,0.0,0.0
"tx2-7132-7131-1:wnd1","LAPORTE 2-LAPORTE 1","tx2-7132-7131-1","7132","7131",0.00109,0.03352,0.0,0.0,0.0,446.0,0.0,0.0
"tx2-7142-7130-1:wnd1","LAPORTE 12-LAPORTE 0","tx2-7142-7130-1","7142","7130",4.5E-4,0.03413,0.0,0.0,0.0,363.0,0.0,0.0
"tx2-7141-7130-1:wnd1","LAPORTE 11-LAPORTE 0","tx2-7141-7130-1","7141","7130",3.7E-4,0.02584,0.0,0.0,0.0,368.0,0.0,0.0
"tx2-7140-7130-1:wnd1","LAPORTE 10-LAPORTE 0","tx2-7140-7130-1","7140","7130",4.3E-4,0.03937,0.0,0.0,0.0,360.0,0.0,0.0
"tx2-7139-7130-1:wnd1","LAPORTE 9-LAPORTE 0","tx2-7139-7130-1","7139","7130",0.001,0.0466,0.0,0.0,0.0,357.0,0.0,0.0
"tx2-7138-7130-1:wnd1","LAPORTE 8-LAPORTE 0","tx2-7138-7130-1","7138","7130",1.0E-4,0.00697,0.0,0.0,0.0,1053.0,0.0,0.0
"tx2-7137-7130-1:wnd1","LAPORTE 7-LAPORTE 0","tx2-7137-7130-1","7137","7130",4.3E-4,0.01928,0.0,0.0,0.0,781.0,0.0,0.0
"tx2-7136-7130-1:wnd1","LAPORTE 6-LAPORTE 0","tx2-7136-7130-1","7136","7130",2.5E-4,0.0186,0.0,0.0,0.0,768.0,0.0,0.0
"tx2-7135-7130-1:wnd1","LAPORTE 5-LAPORTE 0","tx2-7135-7130-1","7135","7130",2.4E-4,0.01692,0.0,0.0,0.0,767.0,0.0,0.0
"tx2-7134-7130-1:wnd1","LAPORTE 4-LAPORTE 0","tx2-7134-7130-1","7134","7130",2.0E-4,0.01347,0.0,0.0,0.0,776.0,0.0,0.0
"tx2-7133-7130-1:wnd1","LAPORTE 3-LAPORTE 0","tx2-7133-7130-1","7133","7130",4.6E-4,0.05358,0.0,0.0,0.0,295.0,0.0,0.0
"tx2-7131-7130-1:wnd1","LAPORTE 1-LAPORTE 0","tx2-7131-7130-1","7131","7130",3.0E-4,0.01434,0.0,0.0,0.0,1373.0,0.0,0.0
"tx2-7127-7126-4:wnd1","SUGAR LAND~4-SUGAR LAND~3","tx2-7127-7126-4","7127","7126",1.9E-4,0.01178,0.0,0.0,0.0,512.3,0.0,0.0
"tx2-7127-7126-3:wnd1","SUGAR LAND~4-SUGAR LAND~3","tx2-7127-7126-3","7127","7126",1.9E-4,0.01178,0.0,0.0,0.0,512.3,0.0,0.0
"tx2-7127-7126-2:wnd1","SUGAR LAND~4-SUGAR LAND~3","tx2-7127-7126-2","7127","7126",1.9E-4,0.01178,0.0,0.0,0.0,512.3,0.0,0.0
"tx2-7127-7126-1:wnd1","SUGAR LAND~4-SUGAR LAND~3","tx2-7127-7126-1","7127","7126",1.9E-4,0.01178,0.0,0.0,0.0,512.3,0.0,0.0
"tx2-7126-7125-2:wnd1","SUGAR LAND~3-SUGAR LAND~2","tx2-7126-7125-2","7126","7125",1.1E-4,0.01326,0.0,0.0,0.0,1358.0,0.0,0.0
"tx2-7126-7125-1:wnd1","SUGAR LAND~3-SUGAR LAND~2","tx2-7126-7125-1","7126","7125",1.1E-4,0.01326,0.0,0.0,0.0,1358.0,0.0,0.0
"tx2-7122-7120-1:wnd1","HOUSTON 3 2-HOUSTON 3 0","tx2-7122-7120-1","7122","7120",0.00662,0.19298,0.0,0.0,0.0,46.0,0.0,0.0
"tx2-7121-7120-1:wnd1","HOUSTON 3 1-HOUSTON 3 0","tx2-7121-7120-1","7121","7120",0.0094,0.18529,0.0,0.0,0.0,41.0,0.0,0.0
"tx2-7106-7105-2:wnd1","DEER PARK 2-DEER PARK 1","tx2-7106-7105-2","7106","7105",5.1E-4,0.03345,0.0,0.0,0.0,354.0,0.0,0.0
"tx2-7106-7105-1:wnd1","DEER PARK 2-DEER PARK 1","tx2-7106-7105-1","7106","7105",5.1E-4,0.03345,0.0,0.0,0.0,354.0,0.0,0.0
"tx2-7115-7104-1:wnd1","DEER PARK 11-DEER PARK 0","tx2-7115-7104-1","7115","7104",1.6E-4,0.01098,0.0,0.0,0.0,744.0,0.0,0.0
"tx2-7114-7104-1:wnd1","DEER PARK 10-DEER PARK 0","tx2-7114-7104-1","7114","7104",1.8E-4,0.01098,0.0,0.0,0.0,752.0,0.0,0.0
"tx2-7113-7104-1:wnd1","DEER PARK 9-DEER PARK 0","tx2-7113-7104-1","7113","7104",3.1E-4,0.0227,0.0,0.0,0.0,748.0,0.0,0.0
"tx2-7112-7104-1:wnd1","DEER PARK 8-DEER PARK 0","tx2-7112-7104-1","7112","7104",1.6E-4,0.01175,0.0,0.0,0.0,740.0,0.0,0.0
"tx2-7111-7104-1:wnd1","DEER PARK 7-DEER PARK 0","tx2-7111-7104-1","7111","7104",2.0E-4,0.01942,0.0,0.0,0.0,743.0,0.0,0.0
"tx2-7110-7104-1:wnd1","DEER PARK 6-DEER PARK 0","tx2-7110-7104-1","7110","7104",1.8E-4,0.01895,0.0,0.0,0.0,731.0,0.0,0.0
"tx2-7109-7104-1:wnd1","DEER PARK 5-DEER PARK 0","tx2-7109-7104-1","7109","7104",3.8E-4,0.03767,0.0,0.0,0.0,339.0,0.0,0.0
"tx2-7108-7104-1:wnd1","DEER PARK 4-DEER PARK 0","tx2-7108-7104-1","7108","7104",6.6E-4,0.0454,0.0,0.0,0.0,335.0,0.0,0.0
"tx2-7107-7104-1:wnd1","DEER PARK 3-DEER PARK 0","tx2-7107-7104-1","7107","7104",1.6E-4,0.01012,0.0,0.0,0.0,592.0,0.0,0.0
"tx2-7105-7104-1:wnd1","DEER PARK 1-DEER PARK 0","tx2-7105-7104-1","7105","7104",1.2E-4,0.01194,0.0,0.0,0.0,1312.0,0.0,0.0
"tx2-7097-7096-1:wnd1","WADSWORTH 2-WADSWORTH 1","tx2-7097-7096-1","7097","7096",9.7E-4,0.05173,0.0,0.0,0.0,200.0,0.0,0.0
"tx2-7099-7095-1:wnd1","WADSWORTH 4-WADSWORTH 0","tx2-7099-7095-1","7099","7095",2.2E-4,0.01103,0.0,0.0,0.0,1600.0,0.0,0.0
"tx2-7098-7095-1:wnd1","WADSWORTH 3-WADSWORTH 0","tx2-7098-7095-1","7098","7095",2.8E-4,0.02986,0.0,0.0,0.0,1600.0,0.0,0.0
"tx2-7096-7095-1:wnd1","WADSWORTH 1-WADSWORTH 0","tx2-7096-7095-1","7096","7095",2.2E-4,0.01326,0.0,0.0,0.0,846.0,0.0,0.0
"tx2-7084-7083-2:wnd1","LEAGUE CIT~2-LEAGUE CIT~1","tx2-7084-7083-2","7084","7083",5.3E-4,0.03003,0.0,0.0,0.0,355.0,0.0,0.0
"tx2-7084-7083-1:wnd1","LEAGUE CIT~2-LEAGUE CIT~1","tx2-7084-7083-1","7084","7083",5.3E-4,0.03003,0.0,0.0,0.0,355.0,0.0,0.0
"tx2-7078-7077-1:wnd1","BAYTOWN 2 2-BAYTOWN 2 1","tx2-7078-7077-1","7078","7077",0.0011,0.04562,0.0,0.0,0.0,220.0,0.0,0.0
"tx2-7082-7076-1:wnd1","BAYTOWN 2 6-BAYTOWN 2 0","tx2-7082-7076-1","7082","7076",2.8E-4,0.01719,0.0,0.0,0.0,847.0,0.0,0.0
"tx2-7081-7076-1:wnd1","BAYTOWN 2 5-BAYTOWN 2 0","tx2-7081-7076-1","7081","7076",3.0E-4,0.02166,0.0,0.0,0.0,863.0,0.0,0.0
"tx2-7080-7076-1:wnd1","BAYTOWN 2 4-BAYTOWN 2 0","tx2-7080-7076-1","7080","7076",3.7E-4,0.02147,0.0,0.0,0.0,857.0,0.0,0.0
"tx2-7079-7076-1:wnd1","BAYTOWN 2 3-BAYTOWN 2 0","tx2-7079-7076-1","7079","7076",2.4E-4,0.01675,0.0,0.0,0.0,855.0,0.0,0.0
"tx2-7077-7076-1:wnd1","BAYTOWN 2 1-BAYTOWN 2 0","tx2-7077-7076-1","7077","7076",7.0E-5,0.00459,0.0,0.0,0.0,1233.0,0.0,0.0
"tx2-7074-7073-1:wnd1","GALVESTON ~2-GALVESTON ~1","tx2-7074-7073-1","7074","7073",6.2E-4,0.03776,0.0,0.0,0.0,185.0,0.0,0.0
"tx2-7069-7068-1:wnd1","EL CAMPO 1-EL CAMPO 0","tx2-7069-7068-1","7069","7068",0.0023,0.07154,0.0,0.0,0.0,145.8,0.0,0.0
"tx2-7060-7059-1:wnd1","POINT COMF~6-POINT COMF~5","tx2-7060-7059-1","7060","7059",0.00168,0.05948,0.0,0.0,0.0,188.0,0.0,0.0
"tx2-7066-7058-1:wnd1","POINT COM~12-POINT COMF~4","tx2-7066-7058-1","7066","7058",3.0E-4,0.02188,0.0,0.0,0.0,542.0,0.0,0.0
"tx2-7065-7058-1:wnd1","POINT COM~11-POINT COMF~4","tx2-7065-7058-1","7065","7058",3.1E-4,0.02035,0.0,0.0,0.0,520.0,0.0,0.0
"tx2-7064-7058-1:wnd1","POINT COM~10-POINT COMF~4","tx2-7064-7058-1","7064","7058",1.7E-4,0.01851,0.0,0.0,0.0,530.0,0.0,0.0
"tx2-7063-7058-1:wnd1","POINT COMF~9-POINT COMF~4","tx2-7063-7058-1","7063","7058",3.9E-4,0.02417,0.0,0.0,0.0,527.0,0.0,0.0
"tx2-7062-7058-1:wnd1","POINT COMF~8-POINT COMF~4","tx2-7062-7058-1","7062","7058",3.0E-4,0.02239,0.0,0.0,0.0,531.0,0.0,0.0
"tx2-7061-7058-1:wnd1","POINT COMF~7-POINT COMF~4","tx2-7061-7058-1","7061","7058",3.0E-4,0.02449,0.0,0.0,0.0,535.0,0.0,0.0
"tx2-7059-7058-1:wnd1","POINT COMF~5-POINT COMF~4","tx2-7059-7058-1","7059","7058",2.0E-4,0.01603,0.0,0.0,0.0,605.0,0.0,0.0
"tx2-7057-7056-1:wnd1","SPRING 8 1-SPRING 8 0","tx2-7057-7056-1","7057","7056",0.00161,0.04976,0.0,0.0,0.0,377.0,0.0,0.0
"tx2-7049-7048-2:wnd1","KATY 1 2-KATY 1 1","tx2-7049-7048-2","7049","7048",6.8E-4,0.02653,0.0,0.0,0.0,466.0,0.0,0.0
"tx2-7049-7048-1:wnd1","KATY 1 2-KATY 1 1","tx2-7049-7048-1","7049","7048",6.8E-4,0.02653,0.0,0.0,0.0,466.0,0.0,0.0
"tx2-7048-7047-1:wnd1","KATY 1 1-KATY 1 0","tx2-7048-7047-1","7048","7047",1.1E-4,0.00819,0.0,0.0,0.0,1125.0,0.0,0.0
"tx2-7044-7043-1:wnd1","VICTORIA 2 2-VICTORIA 2 1","tx2-7044-7043-1","7044","7043",0.00124,0.05616,0.0,0.0,0.0,137.4,0.0,0.0
"tx2-7046-7042-1:wnd1","VICTORIA 2 4-VICTORIA 2 0","tx2-7046-7042-1","7046","7042",1.3E-4,0.009,0.0,0.0,0.0,716.0,0.0,0.0
"tx2-7045-7042-1:wnd1","VICTORIA 2 3-VICTORIA 2 0","tx2-7045-7042-1","7045","7042",2.9E-4,0.01951,0.0,0.0,0.0,729.0,0.0,0.0
"tx2-7043-7042-1:wnd1","VICTORIA 2 1-VICTORIA 2 0","tx2-7043-7042-1","7043","7042",8.0E-5,0.00908,0.0,0.0,0.0,1048.0,0.0,0.0
"tx2-7041-7040-2:wnd1","DAYTON 1-DAYTON 0","tx2-7041-7040-2","7041","7040",8.9E-4,0.03362,0.0,0.0,0.0,337.0,0.0,0.0
"tx2-7041-7040-1:wnd1","DAYTON 1-DAYTON 0","tx2-7041-7040-1","7041","7040",8.9E-4,0.03362,0.0,0.0,0.0,337.0,0.0,0.0
"tx2-7039-7038-2:wnd1","SUGAR LAND~7-SUGAR LAND~6","tx2-7039-7038-2","7039","7038",8.4E-4,0.02618,0.0,0.0,0.0,420.0,0.0,0.0
"tx2-7039-7038-1:wnd1","SUGAR LAND~7-SUGAR LAND~6","tx2-7039-7038-1","7039","7038",8.4E-4,0.02618,0.0,0.0,0.0,420.0,0.0,0.0
"tx2-7038-7037-1:wnd1","SUGAR LAND~6-SUGAR LAND~5","tx2-7038-7037-1","7038","7037",1.6E-4,0.00995,0.0,0.0,0.0,1055.0,0.0,0.0
"tx2-7036-7035-1:wnd1","CONROE 5 1-CONROE 5 0","tx2-7036-7035-1","7036","7035",3.6E-4,0.02039,0.0,0.0,0.0,368.0,0.0,0.0
"tx2-7034-7029-1:wnd1","PORT LAVAC~6-PORT LAVAC~1","tx2-7034-7029-1","7034","7029",0.00462,0.30603,0.0,0.0,0.0,63.0,0.0,0.0
"tx2-7033-7029-1:wnd1","PORT LAVAC~5-PORT LAVAC~1","tx2-7033-7029-1","7033","7029",0.00566,0.21439,0.0,0.0,0.0,84.0,0.0,0.0
"tx2-7032-7029-1:wnd1","PORT LAVAC~4-PORT LAVAC~1","tx2-7032-7029-1","7032","7029",0.00698,0.23196,0.0,0.0,0.0,73.0,0.0,0.0
"tx2-7031-7029-1:wnd1","PORT LAVAC~3-PORT LAVAC~1","tx2-7031-7029-1","7031","7029",0.00416,0.1856,0.0,0.0,0.0,107.0,0.0,0.0
"tx2-7030-7029-1:wnd1","PORT LAVAC~2-PORT LAVAC~1","tx2-7030-7029-1","7030","7029",0.00115,0.08558,0.0,0.0,0.0,126.6,0.0,0.0
"tx2-7020-7019-1:wnd1","NURSERY 2-NURSERY 1","tx2-7020-7019-1","7020","7019",7.6E-4,0.04319,0.0,0.0,0.0,244.0,0.0,0.0
"tx2-7025-7018-1:wnd1","NURSERY 7-NURSERY 0","tx2-7025-7018-1","7025","7018",9.4E-4,0.07002,0.0,0.0,0.0,223.0,0.0,0.0
"tx2-7024-7018-1:wnd1","NURSERY 6-NURSERY 0","tx2-7024-7018-1","7024","7018",1.9E-4,0.01166,0.0,0.0,0.0,456.0,0.0,0.0
"tx2-7023-7018-1:wnd1","NURSERY 5-NURSERY 0","tx2-7023-7018-1","7023","7018",5.6E-4,0.03486,0.0,0.0,0.0,326.0,0.0,0.0
