"ID","SynchronousMachineOperatingMode","AVRMode","KVSetPoint","MVArSetPoint","MVAr","InService"
"Gen gen-7351-1:SM",GEN,ON,14.352203,0.0,37.2921,true
"Gen gen-7352-1:SM",GEN,ON,14.352207,0.0,40.388485,true
"Gen gen-7353-1:SM",GEN,ON,14.352283,0.0,55.805206,true
"Gen gen-7354-1:SM",GEN,ON,14.352508,0.0,101.39923,true
"Gen gen-7355-1:SM",GEN,ON,14.352508,0.0,100.52643,true
"Gen gen-7356-1:SM",GEN,ON,14.352539,0.0,109.47571,true
"Gen gen-7357-1:SM",GEN,ON,14.255433,0.0,-1.3820648,true
"Gen gen-7358-1:SM",GEN,ON,14.352167,0.0,33.829117,true
"Gen gen-7359-1:SM",GEN,ON,14.348416,0.0,70.95032,true
"Gen gen-7360-1:SM",GEN,ON,14.352233,0.0,45.461273,true
"Gen gen-7361-1:SM",GEN,ON,14.352133,0.0,27.754974,true
"Gen gen-7369-1:SM",GEN,ON,18.720192,0.0,33.314896,true
"Gen gen-7370-1:SM",GEN,ON,18.72015,0.0,26.75457,true
"Gen gen-7371-1:SM",GEN,ON,18.720192,0.0,32.035255,true
"Gen gen-7372-1:SM",GEN,ON,18.720192,0.0,34.21707,true
"Gen gen-7373-1:SM",GEN,ON,18.609825,0.0,36.97739,true
"Gen gen-7374-1:SM",GEN,ON,18.720219,0.0,42.08069,true
"Gen gen-7375-1:SM",GEN,ON,18.720219,0.0,41.119766,true
"Gen gen-7376-1:SM",GEN,ON,18.720257,0.0,44.638447,true
"Gen gen-7377-1:SM",GEN,ON,18.720318,0.0,56.97174,true
"Gen gen-7378-1:SM",GEN,ON,18.720257,0.0,46.32759,true
"Gen gen-7379-1:SM",GEN,ON,18.720278,0.0,49.98665,true
"Gen gen-7389-1:SM",GEN,ON,495.74652,0.0,-59.4719,true
"Gen gen-7400-1:SM",GEN,ON,512.9673,0.0,-3.3675258,true
"Gen gen-7400-2:SM",GEN,ON,512.9673,0.0,-3.3675258,true
"Gen gen-7400-3:SM",GEN,ON,512.9673,0.0,-3.3675258,true
"Gen gen-7400-4:SM",GEN,ON,512.9673,0.0,-3.3675258,true
"Gen gen-7400-5:SM",GEN,ON,512.9673,0.0,-6.7350516,true
"Gen gen-7400-6:SM",GEN,ON,512.9673,0.0,-20.883717,true
"Gen gen-7406-1:SM",GEN,ON,505.4043,0.0,15.070999,true
"Gen gen-7406-2:SM",GEN,ON,505.4043,0.0,74.036514,true
"Gen gen-7414-1:SM",GEN,ON,505.59967,0.0,-11.173247,true
"Gen gen-7419-1:SM",GEN,ON,115.11912,0.0,-9.768297,true
"Gen gen-7419-2:SM",GEN,ON,115.11912,0.0,-9.768297,true
"Gen gen-7422-1:SM",GEN,ON,520.0,0.0,2.3471003,true
"Gen gen-7422-10:SM",GEN,ON,520.0,0.0,59.45761,true
"Gen gen-7422-11:SM",GEN,ON,520.0,0.0,59.45761,true
"Gen gen-7422-2:SM",GEN,ON,520.0,0.0,38.842472,true
"Gen gen-7422-3:SM",GEN,ON,520.0,0.0,38.842472,true
"Gen gen-7422-4:SM",GEN,ON,520.0,0.0,38.842472,true
"Gen gen-7422-5:SM",GEN,ON,520.0,0.0,38.842472,true
"Gen gen-7422-6:SM",GEN,ON,520.0,0.0,65.98336,true
"Gen gen-7422-7:SM",GEN,ON,520.0,0.0,59.45761,true
"Gen gen-7422-8:SM",GEN,ON,520.0,0.0,59.45761,true
"Gen gen-7422-9:SM",GEN,ON,520.0,0.0,59.45761,true
"Gen gen-7428-1:SM",GEN,ON,520.0448,0.0,27.55048,true
"Gen gen-7428-10:SM",GEN,ON,520.0448,0.0,35.633602,true
"Gen gen-7428-11:SM",GEN,ON,520.0448,0.0,35.633602,true
"Gen gen-7428-2:SM",GEN,ON,520.0448,0.0,27.55048,true
"Gen gen-7428-3:SM",GEN,ON,520.0448,0.0,27.55048,true
"Gen gen-7428-4:SM",GEN,ON,520.0448,0.0,27.55048,true
"Gen gen-7428-5:SM",GEN,ON,520.0448,0.0,27.55048,true
"Gen gen-7428-6:SM",GEN,ON,520.0448,0.0,27.55048,true
"Gen gen-7428-7:SM",GEN,ON,520.0448,0.0,20.555155,true
"Gen gen-7428-9:SM",GEN,ON,520.0448,0.0,3.2095556,true
"Gen gen-8024-1:SM",GEN,OFF,13.428274,0.0,0.0,true
"Gen gen-8046-1:SM",GEN,ON,18.24612,0.0,-19.158173,true
"Gen gen-8048-1:SM",GEN,ON,18.585146,0.0,61.92131,true
"Gen gen-8049-1:SM",GEN,ON,18.26206,0.0,-19.151306,true
"Gen gen-8071-1:SM",GEN,ON,13.824203,0.0,-112.83646,true
"Gen gen-8077-1:SM",GEN,ON,14.214131,0.0,21.994781,true
"Gen gen-8078-1:SM",GEN,ON,14.214117,0.0,19.817734,true
"Gen gen-8079-1:SM",GEN,ON,14.214135,0.0,24.249268,true
"Gen gen-8080-1:SM",GEN,ON,14.214133,0.0,21.918106,true
"Gen gen-8088-1:SM",GEN,ON,18.721336,0.0,195.45593,true
"Gen gen-8099-1:SM",GEN,OFF,13.895036,0.0,0.0,true
"Gen gen-8117-1:SM",GEN,ON,14.067952,0.0,21.466827,true
"Gen gen-8129-1:SM",GEN,ON,18.53996,0.0,-24.435425,true
"Gen gen-8130-1:SM",GEN,ON,18.54002,0.0,1.399994,true
"Gen gen-8131-1:SM",GEN,ON,18.539978,0.0,-16.362,true
"Gen gen-8155-2:SM",GEN,ON,511.5382,0.0,-21.04702,true
