"ID","MW","MWSetPoint","GeneratorOperatingMode","InService","MinOperatingMW","MaxOperatingMW","RampRate"
"gen-7375-1",183.65532,183.66,LFC,true,55.1,183.66,9.183
"gen-7376-1",183.65532,183.66,LFC,true,55.1,183.66,9.183
"gen-7377-1",183.65532,183.66,LFC,true,55.1,183.66,9.183
"gen-7378-1",183.65532,183.66,LFC,true,55.1,183.66,9.183
"gen-7379-1",183.65532,183.66,LFC,true,55.1,183.66,9.183
"gen-7389-1",163.1229,162.84,LFC,true,162.84,542.8,27.14
"gen-7400-1",71.99817,72.0,LFC,true,21.6,72.0,3.6
"gen-7400-2",71.99817,72.0,LFC,true,21.6,72.0,3.6
"gen-7400-3",71.99817,72.0,LFC,true,21.6,72.0,3.6
"gen-7400-4",71.99817,72.0,LFC,true,21.6,72.0,3.6
"gen-7400-5",143.99634,144.0,LFC,true,43.2,144.0,7.2
"gen-7400-6",134.15265,133.92,LFC,true,133.92,446.4,22.32
"gen-7406-1",63.09839,63.1,LFC,true,18.93,63.1,3.155
"gen-7406-2",80.22882,80.05934,LFC,true,93.0,310.0,15.5
"gen-7414-1",102.39739,102.4,LFC,true,30.72,102.4,5.12
"gen-7419-1",88.19775,88.2,LFC,true,26.46,88.2,4.41
"gen-7419-2",88.19775,88.2,LFC,true,26.46,88.2,4.41
"gen-7422-1",6.7998266,6.8,LFC,true,2.04,6.8,0.34
"gen-7422-10",172.1956,172.2,LFC,true,51.66,172.2,8.61
"gen-7422-11",172.1956,172.2,LFC,true,51.66,172.2,8.61
"gen-7422-2",112.49712,112.5,LFC,true,33.75,112.5,5.625
"gen-7422-3",112.49712,112.5,LFC,true,33.75,112.5,5.625
"gen-7422-4",112.49712,112.5,LFC,true,33.75,112.5,5.625
"gen-7422-5",112.49712,112.5,LFC,true,33.75,112.5,5.625
"gen-7422-6",191.09512,191.1,LFC,true,57.33,191.1,9.555
"gen-7422-7",172.1956,172.2,LFC,true,51.66,172.2,8.61
"gen-7422-8",172.1956,172.2,LFC,true,51.66,172.2,8.61
"gen-7422-9",172.1956,172.2,LFC,true,51.66,172.2,8.61
"gen-7428-1",100.517426,100.51999,LFC,true,30.16,100.52,5.026
"gen-7428-10",129.99667,130.0,LFC,true,39.0,130.0,6.5
"gen-7428-11",129.99667,130.0,LFC,true,39.0,130.0,6.5
"gen-7428-2",100.517426,100.51999,LFC,true,30.16,100.52,5.026
"gen-7428-3",100.517426,100.51999,LFC,true,30.16,100.52,5.026
"gen-7428-4",100.517426,100.51999,LFC,true,30.16,100.52,5.026
"gen-7428-5",100.517426,100.51999,LFC,true,30.16,100.52,5.026
"gen-7428-6",100.517426,100.51999,LFC,true,30.16,100.52,5.026
"gen-7428-7",74.998085,75.0,LFC,true,22.5,75.0,3.75
"gen-7428-9",11.699701,11.7,LFC,true,3.51,11.7,0.585
"gen-8024-1",11.387314,11.363259,LFC,true,13.2,44.0,0.0
"gen-8046-1",44.686626,44.592228,LFC,true,51.8,172.67,8.6335
"gen-8048-1",44.686626,44.592228,LFC,true,51.8,172.67,8.6335
"gen-8049-1",44.686626,44.592228,LFC,true,51.8,172.67,8.6335
"gen-8071-1",277.95203,277.47,LFC,true,277.47,924.9,18.498
"gen-8077-1",234.89401,234.9,LFC,true,70.47,234.9,11.745
"gen-8078-1",234.89401,234.9,LFC,true,70.47,234.9,11.745
"gen-8079-1",234.89401,234.9,LFC,true,70.47,234.9,11.745
"gen-8080-1",234.89401,234.9,LFC,true,70.47,234.9,11.745
"gen-8088-1",269.77783,269.31,LFC,true,269.31,897.7,17.954
"gen-8099-1",29.5035,29.441177,LFC,true,34.2,114.0,0.0
"gen-8117-1",91.02089,90.82861,LFC,true,105.51,351.7,7.034
"gen-8129-1",659.98315,660.0,LFC,true,198.0,660.0,13.2
"gen-8130-1",659.98315,660.0,LFC,true,198.0,660.0,13.2
"gen-8131-1",659.98315,660.0,LFC,true,198.0,660.0,13.2
"gen-8155-2",52.470993,52.38,LFC,true,52.38,174.6,3.492
