"ID","Name","Node","GeneratingUnit","RegulatedNode"
"Gen gen-7194-1:SM","HOUSTON 4 8-1","7194","gen-7194-1","7194"
"Gen gen-7195-1:SM","HOUSTON 4 9-1","7195","gen-7195-1","7195"
"Gen gen-7196-1:SM","HOUSTON 4 10-1","7196","gen-7196-1","7196"
"Gen gen-7197-1:SM","HOUSTON 4 11-1","7197","gen-7197-1","7197"
"Gen gen-7208-1:SM","BAYTOWN 1 4-1","7208","gen-7208-1","7208"
"Gen gen-7209-1:SM","BAYTOWN 1 5-1","7209","gen-7209-1","7209"
"Gen gen-7210-1:SM","BAYTOWN 1 6-1","7210","gen-7210-1","7210"
"Gen gen-7211-1:SM","BAYTOWN 1 7-1","7211","gen-7211-1","7211"
"Gen gen-7212-1:SM","BAYTOWN 1 8-1","7212","gen-7212-1","7212"
"Gen gen-7266-1:SM","PASADENA 3 3-1","7266","gen-7266-1","7266"
"Gen gen-7267-1:SM","PASADENA 3 4-1","7267","gen-7267-1","7267"
"Gen gen-7268-1:SM","PASADENA 3 5-1","7268","gen-7268-1","7268"
"Gen gen-7269-1:SM","PASADENA 3 6-1","7269","gen-7269-1","7269"
"Gen gen-7270-1:SM","PASADENA 3 7-1","7270","gen-7270-1","7270"
"Gen gen-7285-1:SM","BAYTOWN 3 3-1","7285","gen-7285-1","7285"
"Gen gen-7286-1:SM","BAYTOWN 3 4-1","7286","gen-7286-1","7286"
"Gen gen-7287-1:SM","BAYTOWN 3 5-1","7287","gen-7287-1","7287"
"Gen gen-7288-1:SM","BAYTOWN 3 6-1","7288","gen-7288-1","7288"
"Gen gen-7289-1:SM","BAYTOWN 3 7-1","7289","gen-7289-1","7289"
"Gen gen-7307-1:SM","WHARTON 1 3-1","7307","gen-7307-1","7307"
"Gen gen-7308-1:SM","WHARTON 1 4-1","7308","gen-7308-1","7308"
"Gen gen-7310-1:SM","WHARTON 1 6-1","7310","gen-7310-1","7310"
"Gen gen-7311-1:SM","WHARTON 1 7-1","7311","gen-7311-1","7311"
"Gen gen-7323-1:SM","FREEPORT 1 3-1","7323","gen-7323-1","7323"
"Gen gen-7324-1:SM","FREEPORT 1 4-1","7324","gen-7324-1","7324"
"Gen gen-7325-1:SM","FREEPORT 1 5-1","7325","gen-7325-1","7325"
"Gen gen-7326-1:SM","FREEPORT 1 6-1","7326","gen-7326-1","7326"
"Gen gen-7329-1:SM","NEWGULF 2-1","7329","gen-7329-1","7329"
"Gen gen-7335-1:SM","PASADENA 1 4-1","7335","gen-7335-1","7335"
"Gen gen-7349-1:SM","THOMPSONS 3-1","7349","gen-7349-1","7349"
"Gen gen-7350-1:SM","THOMPSONS 4-1","7350","gen-7350-1","7350"
"Gen gen-7351-1:SM","THOMPSONS 5-1","7351","gen-7351-1","7351"
"Gen gen-7352-1:SM","THOMPSONS 6-1","7352","gen-7352-1","7352"
"Gen gen-7353-1:SM","THOMPSONS 7-1","7353","gen-7353-1","7353"
"Gen gen-7354-1:SM","THOMPSONS 8-1","7354","gen-7354-1","7354"
"Gen gen-7355-1:SM","THOMPSONS 9-1","7355","gen-7355-1","7355"
"Gen gen-7356-1:SM","THOMPSONS 10-1","7356","gen-7356-1","7356"
"Gen gen-7357-1:SM","THOMPSONS 11-1","7357","gen-7357-1","7357"
"Gen gen-7358-1:SM","THOMPSONS 12-1","7358","gen-7358-1","7358"
"Gen gen-7359-1:SM","THOMPSONS 13-1","7359","gen-7359-1","7359"
"Gen gen-7360-1:SM","THOMPSONS 14-1","7360","gen-7360-1","7360"
"Gen gen-7361-1:SM","THOMPSONS 15-1","7361","gen-7361-1","7361"
"Gen gen-7369-1:SM","CHANNELVIE~8-1","7369","gen-7369-1","7369"
"Gen gen-7370-1:SM","CHANNELVIE~9-1","7370","gen-7370-1","7370"
"Gen gen-7371-1:SM","CHANNELVI~10-1","7371","gen-7371-1","7371"
"Gen gen-7372-1:SM","CHANNELVI~11-1","7372","gen-7372-1","7372"
"Gen gen-7373-1:SM","CHANNELVI~12-1","7373","gen-7373-1","7373"
"Gen gen-7374-1:SM","CHANNELVI~13-1","7374","gen-7374-1","7374"
"Gen gen-7375-1:SM","CHANNELVI~14-1","7375","gen-7375-1","7375"
"Gen gen-7376-1:SM","CHANNELVIE~3-1","7376","gen-7376-1","7376"
"Gen gen-7377-1:SM","CHANNELVIE~4-1","7377","gen-7377-1","7377"
"Gen gen-7378-1:SM","CHANNELVIE~5-1","7378","gen-7378-1","7378"
"Gen gen-7379-1:SM","CHANNELVIE~6-1","7379","gen-7379-1","7379"
"Gen gen-7389-1:SM","WILLIS 1 0-1","7389","gen-7389-1","7389"
"Gen gen-7400-1:SM","HOUSTON 6 0-1","7400","gen-7400-1","7400"
"Gen gen-7400-2:SM","HOUSTON 6 0-2","7400","gen-7400-2","7400"
"Gen gen-7400-3:SM","HOUSTON 6 0-3","7400","gen-7400-3","7400"
"Gen gen-7400-4:SM","HOUSTON 6 0-4","7400","gen-7400-4","7400"
"Gen gen-7400-5:SM","HOUSTON 6 0-5","7400","gen-7400-5","7400"
"Gen gen-7400-6:SM","HOUSTON 6 0-6","7400","gen-7400-6","7400"
"Gen gen-7406-1:SM","POINT COMF~1-1","7406","gen-7406-1","7406"
"Gen gen-7406-2:SM","POINT COMF~1-2","7406","gen-7406-2","7406"
"Gen gen-7414-1:SM","VICTORIA 1 0-1","7414","gen-7414-1","7414"
"Gen gen-7419-1:SM","LA PORTE 0-1","7419","gen-7419-1","7419"
"Gen gen-7419-2:SM","LA PORTE 0-2","7419","gen-7419-2","7419"
"Gen gen-7422-1:SM","ALVIN 0-1","7422","gen-7422-1","7422"
"Gen gen-7422-10:SM","ALVIN 0-10","7422","gen-7422-10","7422"
"Gen gen-7422-11:SM","ALVIN 0-11","7422","gen-7422-11","7422"
"Gen gen-7422-2:SM","ALVIN 0-2","7422","gen-7422-2","7422"
"Gen gen-7422-3:SM","ALVIN 0-3","7422","gen-7422-3","7422"
"Gen gen-7422-4:SM","ALVIN 0-4","7422","gen-7422-4","7422"
"Gen gen-7422-5:SM","ALVIN 0-5","7422","gen-7422-5","7422"
"Gen gen-7422-6:SM","ALVIN 0-6","7422","gen-7422-6","7422"
"Gen gen-7422-7:SM","ALVIN 0-7","7422","gen-7422-7","7422"
"Gen gen-7422-8:SM","ALVIN 0-8","7422","gen-7422-8","7422"
"Gen gen-7422-9:SM","ALVIN 0-9","7422","gen-7422-9","7422"
"Gen gen-7428-1:SM","FREEPORT 2 0-1","7428","gen-7428-1","7428"
"Gen gen-7428-10:SM","FREEPORT 2 0-10","7428","gen-7428-10","7428"
"Gen gen-7428-11:SM","FREEPORT 2 0-11","7428","gen-7428-11","7428"
"Gen gen-7428-2:SM","FREEPORT 2 0-2","7428","gen-7428-2","7428"
"Gen gen-7428-3:SM","FREEPORT 2 0-3","7428","gen-7428-3","7428"
"Gen gen-7428-4:SM","FREEPORT 2 0-4","7428","gen-7428-4","7428"
"Gen gen-7428-5:SM","FREEPORT 2 0-5","7428","gen-7428-5","7428"
"Gen gen-7428-6:SM","FREEPORT 2 0-6","7428","gen-7428-6","7428"
"Gen gen-7428-7:SM","FREEPORT 2 0-7","7428","gen-7428-7","7428"
"Gen gen-7428-9:SM","FREEPORT 2 0-9","7428","gen-7428-9","7428"
"Gen gen-8024-1:SM","LUFKIN 1 1-1","8024","gen-8024-1","8024"
"Gen gen-8046-1:SM","FAIRFIELD ~4-1","8046","gen-8046-1","8046"
"Gen gen-8048-1:SM","FAIRFIELD ~6-1","8048","gen-8048-1","8048"
"Gen gen-8049-1:SM","FAIRFIELD ~7-1","8049","gen-8049-1","8049"
"Gen gen-8071-1:SM","JEWETT 1 4-1","8071","gen-8071-1","8071"
"Gen gen-8077-1:SM","MT. ENTERP~4-1","8077","gen-8077-1","8077"
"Gen gen-8078-1:SM","MT. ENTERP~5-1","8078","gen-8078-1","8078"
"Gen gen-8079-1:SM","MT. ENTERP~6-1","8079","gen-8079-1","8079"
"Gen gen-8080-1:SM","MT. ENTERP~7-1","8080","gen-8080-1","8080"
"Gen gen-8088-1:SM","FRANKLIN 6-1","8088","gen-8088-1","8088"
"Gen gen-8099-1:SM","CUSHING 1 2-1","8099","gen-8099-1","8099"
"Gen gen-8117-1:SM","JACKSONVIL~6-1","8117","gen-8117-1","8117"
"Gen gen-8129-1:SM","MOUNT PLEA~4-1","8129","gen-8129-1","8129"
"Gen gen-8130-1:SM","MOUNT PLEA~5-1","8130","gen-8130-1","8130"
"Gen gen-8131-1:SM","MOUNT PLEA~6-1","8131","gen-8131-1","8131"
"Gen gen-8155-2:SM","BREMOND 0-2","8155","gen-8155-2","8155"
