"ID","SynchronousMachine","MW","MinMVAr","MaxMVAr"
"gen-177-1_crv2",Gen gen-177-1:SM,200.0,-120.0,220.0
"gen-180-1_crv2",Gen gen-180-1:SM,0.0,-99999.0,99999.0
"gen-181-1_crv2",Gen gen-181-1:SM,175.0,-99999.0,99999.0
"gen-182-1_crv2",Gen gen-182-1:SM,307.59,-99999.0,99999.0
"gen-184-1_crv2",Gen gen-184-1:SM,0.0,-99999.0,99999.0
"gen-185-1_crv2",Gen gen-185-1:SM,0.0,-99999.0,99999.0
"gen-186-1_crv2",Gen gen-186-1:SM,0.0,-99999.0,99999.0
"gen-192-1_crv2",Gen gen-192-1:SM,95.0,0.0,50.0
"gen-196-1_crv2",Gen gen-196-1:SM,0.9,0.0,1.0
"gen-198-1_crv2",Gen gen-198-1:SM,0.8,0.0,1.0
"gen-205-1_crv2",Gen gen-205-1:SM,15.0,0.0,10.0
"gen-213-1_crv2",Gen gen-213-1:SM,11.0,0.0,8.0
"gen-264-1_crv2",Gen gen-264-1:SM,2.5,0.0,2.0
"gen-269-1_crv2",Gen gen-269-1:SM,6.0,0.0,5.0
"gen-277-1_crv2",Gen gen-277-1:SM,70.0,0.0,42.0
"gen-278-1_crv2",Gen gen-278-1:SM,60.0,0.0,40.0
"gen-279-1_crv2",Gen gen-279-1:SM,60.0,0.0,40.0
"gen-281-1_crv2",Gen gen-281-1:SM,120.0,0.0,90.0
"gen-282-1_crv2",Gen gen-282-1:SM,40.0,0.0,40.0
"gen-289-1_crv2",Gen gen-289-1:SM,2.5,0.0,3.0
"gen-294-1_crv2",Gen gen-294-1:SM,2.0,0.0,1.0
"gen-314-1_crv2",Gen gen-314-1:SM,1.5,0.0,1.0
"gen-328-1_crv2",Gen gen-328-1:SM,44.0,0.0,21.0
"gen-329-1_crv2",Gen gen-329-1:SM,44.0,0.0,21.0
"gen-330-1_crv2",Gen gen-330-1:SM,44.0,0.0,21.0
"gen-331-1_crv2",Gen gen-331-1:SM,43.0,0.0,21.0
"gen-334-1_crv2",Gen gen-334-1:SM,1.5,0.0,1.0
"gen-346-1_crv2",Gen gen-346-1:SM,200.0,0.0,120.0
"gen-347-1_crv2",Gen gen-347-1:SM,10.0,0.0,15.0
"gen-359-1_crv2",Gen gen-359-1:SM,1.5,0.0,1.0
"gen-365-1_crv2",Gen gen-365-1:SM,5.1,0.0,3.0
"gen-382-1_crv2",Gen gen-382-1:SM,8.0,0.0,5.0
"gen-383-1_crv2",Gen gen-383-1:SM,8.0,0.0,5.0
"gen-385-1_crv2",Gen gen-385-1:SM,6.0,0.0,4.0
"gen-390-1_crv2",Gen gen-390-1:SM,4.5,0.0,3.0
"gen-395-1_crv2",Gen gen-395-1:SM,10.0,0.0,8.0
"gen-404-1_crv2",Gen gen-404-1:SM,3.0,0.0,3.0
"gen-426-1_crv2",Gen gen-426-1:SM,3.2,0.0,2.0
"gen-444-1_crv2",Gen gen-444-1:SM,1.0,0.0,1.0
"gen-451-1_crv2",Gen gen-451-1:SM,4.5,0.0,3.0
"gen-482-1_crv2",Gen gen-482-1:SM,1.0,0.0,1.0
"gen-492-1_crv2",Gen gen-492-1:SM,2.0,0.0,1.0
"gen-493-1_crv2",Gen gen-493-1:SM,234.0,0.0,130.0
"gen-494-1_crv2",Gen gen-494-1:SM,234.0,0.0,130.0
"gen-514-1_crv2",Gen gen-514-1:SM,115.0,0.0,90.0
"gen-515-1_crv2",Gen gen-515-1:SM,115.0,0.0,90.0
"gen-525-1_crv2",Gen gen-525-1:SM,6.0,0.0,4.0
"gen-536-1_crv2",Gen gen-536-1:SM,6.0,0.0,6.0
"gen-537-1_crv2",Gen gen-537-1:SM,3.5,0.0,3.0
"gen-556-1_crv2",Gen gen-556-1:SM,2.7,0.0,1.0
"gen-580-1_crv2",Gen gen-580-1:SM,1.6,0.0,1.0
"gen-584-1_crv2",Gen gen-584-1:SM,2.7,0.0,2.0
"gen-585-1_crv2",Gen gen-585-1:SM,4.0,0.0,2.0
"gen-607-1_crv2",Gen gen-607-1:SM,0.8,0.0,0.0
"gen-612-1_crv2",Gen gen-612-1:SM,200.0,0.0,120.0
"gen-613-1_crv2",Gen gen-613-1:SM,200.0,0.0,120.0
"gen-615-1_crv2",Gen gen-615-1:SM,1.4,0.0,1.0
"gen-623-1_crv2",Gen gen-623-1:SM,7.6,0.0,5.0
"gen-639-1_crv2",Gen gen-639-1:SM,9.6,0.0,4.0
"gen-651-1_crv2",Gen gen-651-1:SM,4.7,0.0,2.0
"gen-654-1_crv2",Gen gen-654-1:SM,1.4,0.0,1.0
"gen-664-1_crv2",Gen gen-664-1:SM,6.2,0.0,6.0
"gen-670-1_crv2",Gen gen-670-1:SM,2.7,0.0,2.0
"gen-674-1_crv2",Gen gen-674-1:SM,1.0,0.0,0.0
"gen-688-1_crv2",Gen gen-688-1:SM,202.0,0.0,120.0
"gen-692-1_crv2",Gen gen-692-1:SM,1.4,0.0,1.0
"gen-699-1_crv2",Gen gen-699-1:SM,3.8,0.0,2.0
"gen-712-1_crv2",Gen gen-712-1:SM,1.2,0.0,1.0
"gen-730-1_crv2",Gen gen-730-1:SM,6.9,0.0,3.0
"gen-732-1_crv2",Gen gen-732-1:SM,1.1,0.0,1.0
"gen-735-1_crv2",Gen gen-735-1:SM,4.1,0.0,2.0
"gen-740-1_crv2",Gen gen-740-1:SM,4.0,0.0,1.0
"gen-744-1_crv2",Gen gen-744-1:SM,134.0,0.0,60.0
"gen-754-1_crv2",Gen gen-754-1:SM,80.0,0.0,30.0
"gen-755-1_crv2",Gen gen-755-1:SM,250.0,0.0,80.0
"gen-760-1_crv2",Gen gen-760-1:SM,3.1,0.0,2.0
"gen-766-1_crv2",Gen gen-766-1:SM,2.1,0.0,1.0
"gen-784-1_crv2",Gen gen-784-1:SM,0.7,0.0,0.0
"gen-790-1_crv2",Gen gen-790-1:SM,49.8,0.0,0.0
"gen-795-1_crv2",Gen gen-795-1:SM,1.89,0.0,0.0
"gen-798-1_crv2",Gen gen-798-1:SM,2.99,0.0,0.0
"gen-814-1_crv2",Gen gen-814-1:SM,44.92,0.0,42.0
"gen-834-1_crv2",Gen gen-834-1:SM,55.0,0.0,83.0
"gen-878-1_crv2",Gen gen-878-1:SM,2.99,0.0,0.0
"gen-884-1_crv2",Gen gen-884-1:SM,2.49,0.0,0.0
"gen-892-1_crv2",Gen gen-892-1:SM,31.87,6.0,42.0
"gen-895-1_crv2",Gen gen-895-1:SM,8.96,0.0,0.0
"gen-901-1_crv2",Gen gen-901-1:SM,3.68,0.0,0.0
"gen-910-1_crv2",Gen gen-910-1:SM,4.58,0.0,0.0
"gen-911-1_crv2",Gen gen-911-1:SM,370.0,0.0,224.0
"gen-912-1_crv2",Gen gen-912-1:SM,370.0,0.0,224.0
"gen-914-1_crv2",Gen gen-914-1:SM,15.93,0.0,0.0
"gen-917-1_crv2",Gen gen-917-1:SM,2.09,0.0,0.0
"gen-919-1_crv2",Gen gen-919-1:SM,21.91,0.0,0.0
"gen-920-1_crv2",Gen gen-920-1:SM,1.99,0.0,0.0
"gen-929-1_crv2",Gen gen-929-1:SM,63.73,29.0,50.0
"gen-959-1_crv2",Gen gen-959-1:SM,2.49,0.0,0.0
"gen-968-1_crv2",Gen gen-968-1:SM,0.7,0.0,0.0
"gen-993-1_crv2",Gen gen-993-1:SM,3.98,0.0,0.0
"gen-994-1_crv2",Gen gen-994-1:SM,1.99,0.0,0.0
"gen-995-1_crv2",Gen gen-995-1:SM,100.0,0.0,38.0
"gen-996-1_crv2",Gen gen-996-1:SM,50.0,0.0,38.0
"gen-997-1_crv2",Gen gen-997-1:SM,50.0,0.0,38.0
"gen-1004-1_crv2",Gen gen-1004-1:SM,4.28,0.0,0.0
"gen-1024-1_crv2",Gen gen-1024-1:SM,0.1,0.0,0.0
"gen-1027-1_crv2",Gen gen-1027-1:SM,24.9,0.0,0.0
"gen-1028-1_crv2",Gen gen-1028-1:SM,2.99,0.0,0.0
"gen-1029-1_crv2",Gen gen-1029-1:SM,24.9,0.0,0.0
"gen-1053-1_crv2",Gen gen-1053-1:SM,59.76,0.0,53.0
"gen-1054-1_crv2",Gen gen-1054-1:SM,29.88,0.0,31.0
"gen-1105-1_crv2",Gen gen-1105-1:SM,7.97,0.0,0.0
"gen-1106-1_crv2",Gen gen-1106-1:SM,22.91,0.0,0.0
"gen-1107-1_crv2",Gen gen-1107-1:SM,10.56,0.0,0.0
"gen-1138-1_crv2",Gen gen-1138-1:SM,44.82,0.0,41.0
"gen-1140-1_crv2",Gen gen-1140-1:SM,230.0,-87.0,199.0
"gen-1141-1_crv2",Gen gen-1141-1:SM,225.0,-89.0,190.0
"gen-1175-1_crv2",Gen gen-1175-1:SM,37.84,0.0,0.0
"gen-1182-1_crv2",Gen gen-1182-1:SM,120.0,-50.0,125.0
"gen-1183-1_crv2",Gen gen-1183-1:SM,120.0,-50.0,125.0
"gen-1184-1_crv2",Gen gen-1184-1:SM,120.0,-50.0,125.0
"gen-1191-1_crv2",Gen gen-1191-1:SM,106.56,-47.0,129.0
"gen-1192-1_crv2",Gen gen-1192-1:SM,250.0,-50.0,125.0
"gen-1201-1_crv2",Gen gen-1201-1:SM,99.59,0.0,90.0
"gen-1202-1_crv2",Gen gen-1202-1:SM,99.59,0.0,90.0
"gen-1203-1_crv2",Gen gen-1203-1:SM,99.59,0.0,90.0
"gen-1232-1_crv2",Gen gen-1232-1:SM,51.79,0.0,41.0
"gen-1233-1_crv2",Gen gen-1233-1:SM,14.94,0.0,41.0
"gen-1244-1_crv2",Gen gen-1244-1:SM,18.92,0.0,0.0
"gen-1247-1_crv2",Gen gen-1247-1:SM,15.93,0.0,0.0
"gen-1250-1_crv2",Gen gen-1250-1:SM,197.19,0.0,151.0
"gen-1268-1_crv2",Gen gen-1268-1:SM,0.5,0.0,0.0
"gen-1316-1_crv2",Gen gen-1316-1:SM,1.0,0.0,0.0
"gen-1325-1_crv2",Gen gen-1325-1:SM,1.39,0.0,0.0
"gen-1349-1_crv2",Gen gen-1349-1:SM,1.49,0.0,0.0
"gen-1356-1_crv2",Gen gen-1356-1:SM,1.0,0.0,0.0
"gen-1359-1_crv2",Gen gen-1359-1:SM,0.8,0.0,0.0
"gen-1393-1_crv2",Gen gen-1393-1:SM,12.75,0.0,11.0
"gen-1403-1_crv2",Gen gen-1403-1:SM,4.28,0.0,0.0
"gen-1416-1_crv2",Gen gen-1416-1:SM,371.0,10.0,180.0
"gen-1417-1_crv2",Gen gen-1417-1:SM,120.0,5.0,120.0
"gen-1418-1_crv2",Gen gen-1418-1:SM,20.0,5.0,90.0
"gen-1426-1_crv2",Gen gen-1426-1:SM,495.0,27.0,68.0
"gen-1429-1_crv2",Gen gen-1429-1:SM,0.2,0.0,0.0
"gen-1469-1_crv2",Gen gen-1469-1:SM,0.6,0.0,0.0
"gen-1475-1_crv2",Gen gen-1475-1:SM,2.09,0.0,0.0
"gen-1504-1_crv2",Gen gen-1504-1:SM,31.17,0.0,0.0
"gen-1505-1_crv2",Gen gen-1505-1:SM,48.8,0.0,0.0
"gen-1514-1_crv2",Gen gen-1514-1:SM,2.29,0.0,0.0
"gen-1534-1_crv2",Gen gen-1534-1:SM,0.3,0.0,0.0
"gen-1536-1_crv2",Gen gen-1536-1:SM,225.0,-89.0,190.0
"gen-1537-1_crv2",Gen gen-1537-1:SM,225.0,-95.0,203.0
"gen-1538-1_crv2",Gen gen-1538-1:SM,215.0,-89.0,190.0
"gen-1542-1_crv2",Gen gen-1542-1:SM,8.96,0.0,0.0
"gen-1543-1_crv2",Gen gen-1543-1:SM,1.2,0.0,0.0
"gen-1550-1_crv2",Gen gen-1550-1:SM,1.79,0.0,0.0
"gen-1566-1_crv2",Gen gen-1566-1:SM,54.77,20.0,47.0
"gen-1587-1_crv2",Gen gen-1587-1:SM,63.74,0.0,0.0
"gen-1600-1_crv2",Gen gen-1600-1:SM,17.43,0.0,0.0
"gen-1602-1_crv2",Gen gen-1602-1:SM,120.0,0.0,90.0
"gen-1603-1_crv2",Gen gen-1603-1:SM,120.0,0.0,90.0
"gen-1609-1_crv2",Gen gen-1609-1:SM,0.3,0.0,0.0
"gen-1617-1_crv2",Gen gen-1617-1:SM,2.0,0.0,0.0
"gen-1620-1_crv2",Gen gen-1620-1:SM,1.6,0.0,0.0
"gen-1627-1_crv2",Gen gen-1627-1:SM,1.6,0.0,0.0
"gen-1630-1_crv2",Gen gen-1630-1:SM,0.5,0.0,0.0
"gen-1635-1_crv2",Gen gen-1635-1:SM,0.1,0.0,0.0
"gen-1638-1_crv2",Gen gen-1638-1:SM,30.0,0.0,10.0
"gen-1664-1_crv2",Gen gen-1664-1:SM,150.0,0.0,120.0
"gen-1669-1_crv2",Gen gen-1669-1:SM,51.0,0.0,16.0
"gen-1673-1_crv2",Gen gen-1673-1:SM,50.0,0.0,85.0
"gen-1674-1_crv2",Gen gen-1674-1:SM,90.0,0.0,90.0
"gen-1679-1_crv2",Gen gen-1679-1:SM,3.0,0.0,0.0
"gen-1683-1_crv2",Gen gen-1683-1:SM,2.3,0.0,0.0
"gen-1685-1_crv2",Gen gen-1685-1:SM,3.0,0.0,0.0
"gen-1686-1_crv2",Gen gen-1686-1:SM,50.0,0.0,20.0
"gen-1698-1_crv2",Gen gen-1698-1:SM,2.8,0.0,0.0
"gen-1700-1_crv2",Gen gen-1700-1:SM,0.5,0.0,0.0
"gen-1706-1_crv2",Gen gen-1706-1:SM,15.0,0.0,0.0
"gen-1710-1_crv2",Gen gen-1710-1:SM,3.0,0.0,0.0
"gen-1712-1_crv2",Gen gen-1712-1:SM,110.0,0.0,90.0
"gen-1717-1_crv2",Gen gen-1717-1:SM,2.1,0.0,0.0
"gen-1719-1_crv2",Gen gen-1719-1:SM,1.8,0.0,0.0
"gen-1726-1_crv2",Gen gen-1726-1:SM,3.5,0.0,0.0
"gen-1728-1_crv2",Gen gen-1728-1:SM,2.7,0.0,0.0
"gen-1730-1_crv2",Gen gen-1730-1:SM,1.4,0.0,0.0
"gen-1734-1_crv2",Gen gen-1734-1:SM,0.8,0.0,0.0
"gen-1735-1_crv2",Gen gen-1735-1:SM,5.0,0.0,2.0
"gen-1739-1_crv2",Gen gen-1739-1:SM,3.0,0.0,0.0
"gen-1742-1_crv2",Gen gen-1742-1:SM,0.4,0.0,0.0
"gen-1749-1_crv2",Gen gen-1749-1:SM,6.0,0.0,0.0
"gen-1758-1_crv2",Gen gen-1758-1:SM,1.7,0.0,0.0
"gen-1760-1_crv2",Gen gen-1760-1:SM,55.0,0.0,12.0
"gen-1761-1_crv2",Gen gen-1761-1:SM,78.0,0.0,22.0
"gen-1763-1_crv2",Gen gen-1763-1:SM,50.0,0.0,12.0
"gen-1764-1_crv2",Gen gen-1764-1:SM,50.0,0.0,12.0
"gen-1768-1_crv2",Gen gen-1768-1:SM,4.0,0.0,0.0
"gen-1788-1_crv2",Gen gen-1788-1:SM,3.3,0.0,0.0
"gen-1793-1_crv2",Gen gen-1793-1:SM,3.0,0.0,0.0
"gen-1799-1_crv2",Gen gen-1799-1:SM,1.5,0.0,0.0
"gen-1807-1_crv2",Gen gen-1807-1:SM,2.6,0.0,0.0
"gen-1844-1_crv2",Gen gen-1844-1:SM,1.2,0.0,0.0
"gen-1845-1_crv2",Gen gen-1845-1:SM,1.2,0.0,0.0
"gen-1870-1_crv2",Gen gen-1870-1:SM,1.2,0.0,0.0
"gen-1871-1_crv2",Gen gen-1871-1:SM,0.6,0.0,0.0
"gen-1874-1_crv2",Gen gen-1874-1:SM,4.0,0.0,0.0
"gen-1875-1_crv2",Gen gen-1875-1:SM,0.5,0.0,0.0
"gen-1882-1_crv2",Gen gen-1882-1:SM,200.0,0.0,120.0
"gen-1883-1_crv2",Gen gen-1883-1:SM,200.0,0.0,120.0
"gen-1894-1_crv2",Gen gen-1894-1:SM,1.5,0.0,0.0
"gen-1895-1_crv2",Gen gen-1895-1:SM,0.3,0.0,0.0
"gen-1904-1_crv2",Gen gen-1904-1:SM,17.0,0.0,0.0
"gen-1918-1_crv2",Gen gen-1918-1:SM,6.0,0.0,2.0
"gen-1921-1_crv2",Gen gen-1921-1:SM,50.7,0.0,15.0
"gen-1932-1_crv2",Gen gen-1932-1:SM,2.5,0.0,0.0
"gen-1940-1_crv2",Gen gen-1940-1:SM,2.0,0.0,0.0
"gen-1947-1_crv2",Gen gen-1947-1:SM,6.0,0.0,0.0
"gen-1960-1_crv2",Gen gen-1960-1:SM,1.5,0.0,0.0
"gen-1961-1_crv2",Gen gen-1961-1:SM,0.6,0.0,0.0
"gen-1962-1_crv2",Gen gen-1962-1:SM,0.6,0.0,0.0
"gen-1964-1_crv2",Gen gen-1964-1:SM,0.5,0.0,0.0
"gen-1966-1_crv2",Gen gen-1966-1:SM,2.9,0.0,0.0
"gen-1970-1_crv2",Gen gen-1970-1:SM,2.0,0.0,0.0
"gen-1974-1_crv2",Gen gen-1974-1:SM,3.5,0.0,0.0
"gen-1976-1_crv2",Gen gen-1976-1:SM,2.8,0.0,0.0
"gen-1977-1_crv2",Gen gen-1977-1:SM,3.0,0.0,0.0
"gen-1993-1_crv2",Gen gen-1993-1:SM,2.6,0.0,0.0
"gen-1995-1_crv2",Gen gen-1995-1:SM,21.0,0.0,8.0
"gen-1996-1_crv2",Gen gen-1996-1:SM,0.2,0.0,0.0
"gen-1998-1_crv2",Gen gen-1998-1:SM,0.4,0.0,0.0
"gen-2010-1_crv2",Gen gen-2010-1:SM,200.0,0.0,120.0
"gen-2021-1_crv2",Gen gen-2021-1:SM,83.4,0.0,80.0
"gen-2022-1_crv2",Gen gen-2022-1:SM,81.0,0.0,80.0
"gen-2026-1_crv2",Gen gen-2026-1:SM,25.0,0.0,10.0
"gen-2027-1_crv2",Gen gen-2027-1:SM,12.0,0.0,0.0
"gen-2033-1_crv2",Gen gen-2033-1:SM,5.6,0.0,0.0
"gen-2034-1_crv2",Gen gen-2034-1:SM,0.5,0.0,0.0
"gen-2036-1_crv2",Gen gen-2036-1:SM,0.4,0.0,0.0
"gen-2046-1_crv2",Gen gen-2046-1:SM,1.0,0.0,0.0
"gen-2085-1_crv2",Gen gen-2085-1:SM,0.3,0.0,0.0
"gen-2088-1_crv2",Gen gen-2088-1:SM,0.5,0.0,0.0
"gen-2099-1_crv2",Gen gen-2099-1:SM,18.0,0.0,20.0
"gen-2106-1_crv2",Gen gen-2106-1:SM,1.0,0.0,0.0
"gen-2107-1_crv2",Gen gen-2107-1:SM,3.0,0.0,0.0
"gen-2108-1_crv2",Gen gen-2108-1:SM,0.6,0.0,0.0
"gen-2115-1_crv2",Gen gen-2115-1:SM,2.4,0.0,0.0
"gen-2119-1_crv2",Gen gen-2119-1:SM,110.0,0.0,20.0
"gen-2121-1_crv2",Gen gen-2121-1:SM,1.0,0.0,0.0
"gen-2127-1_crv2",Gen gen-2127-1:SM,2.2,0.0,1.0
"gen-2138-1_crv2",Gen gen-2138-1:SM,50.0,0.0,10.0
"gen-2139-1_crv2",Gen gen-2139-1:SM,40.0,0.0,8.0
"gen-2140-1_crv2",Gen gen-2140-1:SM,7.7,0.0,1.0
"gen-2153-1_crv2",Gen gen-2153-1:SM,0.7,0.0,0.0
"gen-2159-1_crv2",Gen gen-2159-1:SM,12.0,-999.0,999.0
"gen-2164-1_crv2",Gen gen-2164-1:SM,4.1,0.0,1.0
"gen-2167-1_crv2",Gen gen-2167-1:SM,90.0,0.0,20.0
"gen-2168-1_crv2",Gen gen-2168-1:SM,50.0,0.0,8.0
"gen-2171-1_crv2",Gen gen-2171-1:SM,6.5,0.0,1.0
"gen-2194-1_crv2",Gen gen-2194-1:SM,10.0,0.0,4.0
"gen-2197-1_crv2",Gen gen-2197-1:SM,27.0,0.0,18.0
"gen-2204-1_crv2",Gen gen-2204-1:SM,26.0,0.0,10.0
"gen-2213-1_crv2",Gen gen-2213-1:SM,2.6,0.0,1.0
"gen-2217-1_crv2",Gen gen-2217-1:SM,4.0,0.0,1.0
"gen-2218-1_crv2",Gen gen-2218-1:SM,1.5,0.0,0.0
"gen-2221-1_crv2",Gen gen-2221-1:SM,49.0,-999.0,999.0
"gen-2225-1_crv2",Gen gen-2225-1:SM,1.6,0.0,0.0
"gen-2234-1_crv2",Gen gen-2234-1:SM,2.7,0.0,1.0
"gen-2237-1_crv2",Gen gen-2237-1:SM,16.5,0.0,18.0
"gen-2248-1_crv2",Gen gen-2248-1:SM,2.0,0.0,1.0
"gen-2268-1_crv2",Gen gen-2268-1:SM,1.8,0.0,0.0
"gen-2271-1_crv2",Gen gen-2271-1:SM,2.4,0.0,0.0
"gen-2272-1_crv2",Gen gen-2272-1:SM,10.0,0.0,4.0
"gen-2273-1_crv2",Gen gen-2273-1:SM,6.3,0.0,2.0
"gen-2278-1_crv2",Gen gen-2278-1:SM,1.5,0.0,0.0
"gen-2290-1_crv2",Gen gen-2290-1:SM,0.2,0.0,0.0
"gen-2293-1_crv2",Gen gen-2293-1:SM,2.5,0.0,1.0
"gen-2294-1_crv2",Gen gen-2294-1:SM,1.0,0.0,1.0
"gen-2296-1_crv2",Gen gen-2296-1:SM,13.5,0.0,4.0
"gen-2298-1_crv2",Gen gen-2298-1:SM,0.4,0.0,0.0
"gen-2307-1_crv2",Gen gen-2307-1:SM,0.4,0.0,0.0
"gen-2323-1_crv2",Gen gen-2323-1:SM,1.1,0.0,0.0
"gen-2328-1_crv2",Gen gen-2328-1:SM,3.0,0.0,1.0
"gen-2330-1_crv2",Gen gen-2330-1:SM,0.3,0.0,0.0
"gen-2336-1_crv2",Gen gen-2336-1:SM,55.0,0.0,41.0
"gen-2339-1_crv2",Gen gen-2339-1:SM,17.0,0.0,6.0
"gen-2361-1_crv2",Gen gen-2361-1:SM,51.0,0.0,10.0
"gen-2372-1_crv2",Gen gen-2372-1:SM,37.0,0.0,19.0
"gen-2376-1_crv2",Gen gen-2376-1:SM,2.0,0.0,1.0
"gen-2379-1_crv2",Gen gen-2379-1:SM,7.0,0.0,2.0
"gen-2380-1_crv2",Gen gen-2380-1:SM,50.0,-18.0,22.0
"gen-2381-1_crv2",Gen gen-2381-1:SM,50.0,-18.0,22.0
